epid; measure_ID;ecovalue;TotalCost;
AEG37; 5;0,166666666666667;0,8675
AEG01; 14;0,166666666666667;1,3575
AEG02; 14;0,166666666666667;1,3575
AEG17; 14;0,166666666666667;1,3575
AEG19; 14;0,166666666666667;1,3575
AEG39; 14;0,166666666666667;1,3575
AEG21; 14;0,166666666666667;1,5475
AEG40; 14;0,166666666666667;1,5475
AEG43; 14;0,166666666666667;1,5475
AEG08; 14;0,166666666666667;5,34
AEG03; 14;0,166666666666667;7,98
AEG22; 14;0,166666666666667;7,98
AEG36; 14;0,166666666666667;7,98
AEG42; 14;0,166666666666667;7,98
AEG46; 14;0,166666666666667;7,98
AEG14; 14;0,166666666666667;9,52
AEG27; 9;0,416666666666667;32,7775
AEG07; 9;0,416666666666667;33,9925
AEG48; 9;0,416666666666667;33,9925
AEG18; 9;0,416666666666667;36,3675
AEG41; 14;0,166666666666667;14,6
AEG12; 9;0,416666666666667;38,67
AEG31; 9;0,416666666666667;38,67
AEG24; 5;0,166666666666667;19,12
AEG30; 5;0,166666666666667;19,12
AEG13; 5;0,166666666666667;22,925
AEG15; 5;0,166666666666667;22,925
AEG09; 12;1;157,955
AEG25; 5;0,166666666666667;26,785
AEG47; 12;0,833333333333333;134,575
AEG11; 5;0,166666666666667;28,835
AEG04; 5;0,166666666666667;30,925
AEG05; 5;0,166666666666667;30,925
AEG26; 12;0,833333333333333;161,9425
AEG06; 5;0,166666666666667;35,24
AEG45; 5;0,166666666666667;39,725
AEG44; 14;0,166666666666667;42,6575
AEG38; 5;0,166666666666667;46,7775
AEG23; 5;0,166666666666667;49,215
AEG20; 13;0;128,97
