site_id,id,region,epid,measure_id,glz_class,epid_assigned,n_lepi,n_plant,av_reg_dist_lepi_pa,av_reg_dist_plant_pa,sum_troph_int_pa,n_unique_int_pa,connectance_pa,z_score_nest_pa,sum_crops_pa,n_crop_pests_pa,sizemanagementunit_ha,slope,glz,oc_ha,oc_0.25ha,p_ha,optimisation,ecovalue,cost,budget
SEG19,all_scores_SEG19,SCH,SEG19,15,3,SEG36,1,0.538461538,0.472222222,0.312169312,0.69047619,0,0.551724138,0.769957214,0.75,0.5,51.6,0.12,40,311.82,77.96,725.59,all_scores,5.585010616,77.96,2505
SEG20,all_scores_SEG20,SCH,SEG20,7,2,SEG32,0.125,0.461538462,0.472222222,1,0.166666667,0,0.781609195,0.519370347,0,1,19,0.82,32,153.39,38.35,535.35,all_scores,4.526406893,38.35,2505
SEG21,all_scores_SEG21,SCH,SEG21,7,2,SEG32,0.125,0.461538462,0.472222222,1,0.166666667,0,0.781609195,0.519370347,0,1,8.3,0.55,32,153.39,38.35,535.35,all_scores,4.526406893,38.35,2505
SEG22,all_scores_SEG22,SCH,SEG22,10,3,SEG38,0.875,0.692307692,0.373626374,0.269406393,0.714285714,0,0.530172414,1,0.428571429,0.5,33.67,0.26,50,330.29,82.57,788.14,all_scores,5.383370015,82.57,2505
SEG23,all_scores_SEG23,SCH,SEG23,15,3,SEG36,1,0.538461538,0.472222222,0.312169312,0.69047619,0,0.551724138,0.769957214,0.75,0.5,43.4,0.18,37,278.8,69.7,616.13,all_scores,5.585010616,69.7,2505
SEG24,all_scores_SEG24,SCH,SEG24,15,3,SEG36,1,0.538461538,0.472222222,0.312169312,0.69047619,0,0.551724138,0.769957214,0.75,0.5,58.69,0.72,37,278.8,69.7,616.13,all_scores,5.585010616,69.7,2505
SEG25,all_scores_SEG25,SCH,SEG25,15,2,SEG36,1,0.538461538,0.472222222,0.312169312,0.69047619,0,0.551724138,0.769957214,0.75,0.5,8.98,0.98,35,255.32,63.83,553.59,all_scores,5.585010616,63.83,2505
SEG26,all_scores_SEG26,SCH,SEG26,7,2,SEG32,0.125,0.461538462,0.472222222,1,0.166666667,0,0.781609195,0.519370347,0,1,43.4,0.31,34,187.26,46.81,582.51,all_scores,4.526406893,46.81,2505
SEG28,all_scores_SEG28,SCH,SEG28,10,3,SEG38,0.875,0.692307692,0.373626374,0.269406393,0.714285714,0,0.530172414,1,0.428571429,0.5,19.9,0.96,48,326.36,81.59,772.5,all_scores,5.383370015,81.59,2505
SEG29,all_scores_SEG29,SCH,SEG29,10,3,SEG38,0.875,0.692307692,0.373626374,0.269406393,0.714285714,0,0.530172414,1,0.428571429,0.5,19.9,0.62,48,326.36,81.59,772.5,all_scores,5.383370015,81.59,2505
SEG31,all_scores_SEG31,SCH,SEG31,15,3,SEG36,1,0.538461538,0.472222222,0.312169312,0.69047619,0,0.551724138,0.769957214,0.75,0.5,32.44,4.68,45,321.06,80.27,756.86,all_scores,5.585010616,80.27,2505
SEG32,all_scores_SEG32,SCH,SEG32,10,3,SEG38,0.875,0.692307692,0.373626374,0.269406393,0.714285714,0,0.530172414,1,0.428571429,0.5,32.44,2.44,56,344.84,86.21,835.05,all_scores,5.383370015,86.21,2505
SEG33,all_scores_SEG33,SCH,SEG33,15,3,SEG36,1,0.538461538,0.472222222,0.312169312,0.69047619,0,0.551724138,0.769957214,0.75,0.5,8.17,3.55,37,278.8,69.7,616.13,all_scores,5.585010616,69.7,2505
SEG34,all_scores_SEG34,SCH,SEG34,15,3,SEG36,1,0.538461538,0.472222222,0.312169312,0.69047619,0,0.551724138,0.769957214,0.75,0.5,27.76,8.09,37,278.8,69.7,616.13,all_scores,5.585010616,69.7,2505
SEG35,all_scores_SEG35,SCH,SEG35,15,3,SEG36,1,0.538461538,0.472222222,0.312169312,0.69047619,0,0.551724138,0.769957214,0.75,0.5,27.76,2.47,40,311.82,77.96,725.59,all_scores,5.585010616,77.96,2505
SEG36,all_scores_SEG36,SCH,SEG36,15,3,SEG36,1,0.538461538,0.472222222,0.312169312,0.69047619,0,0.551724138,0.769957214,0.75,0.5,6.56,3.33,36,270.93,67.73,584.86,all_scores,5.585010616,67.73,2505
SEG37,all_scores_SEG37,SCH,SEG37,6,1,SEG15,0.625,0.461538462,0.573033708,0.269406393,0.142857143,1,0.130268199,0.332717589,0.464285714,1,18.16,4.37,21,0,0,450.03,all_scores,4.999107207,0,2505
SEG38,all_scores_SEG38,SCH,SEG38,7,2,SEG32,0.125,0.461538462,0.472222222,1,0.166666667,0,0.781609195,0.519370347,0,1,3.32,2.1,34,187.26,46.81,582.51,all_scores,4.526406893,46.81,2505
SEG39,all_scores_SEG39,SCH,SEG39,7,2,SEG32,0.125,0.461538462,0.472222222,1,0.166666667,0,0.781609195,0.519370347,0,1,11.76,1.74,34,187.26,46.81,582.51,all_scores,4.526406893,46.81,2505
SEG40,all_scores_SEG40,SCH,SEG40,6,1,SEG15,0.625,0.461538462,0.573033708,0.269406393,0.142857143,1,0.130268199,0.332717589,0.464285714,1,16.62,3.88,25,0,0,574.74,all_scores,4.999107207,0,2505
SEG41,all_scores_SEG41,SCH,SEG41,15,3,SEG36,1,0.538461538,0.472222222,0.312169312,0.69047619,0,0.551724138,0.769957214,0.75,0.5,8.11,0.98,39,297.28,74.32,678.68,all_scores,5.585010616,74.32,2505
SEG42,all_scores_SEG42,SCH,SEG42,6,2,SEG15,0.625,0.461538462,0.573033708,0.269406393,0.142857143,1,0.130268199,0.332717589,0.464285714,1,10.93,4.01,29,0,0,699.48,all_scores,4.999107207,0,2505
SEG43,all_scores_SEG43,SCH,SEG43,6,1,SEG15,0.625,0.461538462,0.573033708,0.269406393,0.142857143,1,0.130268199,0.332717589,0.464285714,1,9.72,2.82,23,0,0,512.39,all_scores,4.999107207,0,2505
SEG46,all_scores_SEG46,SCH,SEG46,15,3,SEG36,1,0.538461538,0.472222222,0.312169312,0.69047619,0,0.551724138,0.769957214,0.75,0.5,3.34,1.67,41,311.82,77.96,725.59,all_scores,5.585010616,77.96,2505
SEG47,all_scores_SEG47,SCH,SEG47,15,3,SEG36,1,0.538461538,0.472222222,0.312169312,0.69047619,0,0.551724138,0.769957214,0.75,0.5,10.08,4.99,36,270.93,67.73,584.86,all_scores,5.585010616,67.73,2505
SEG48,all_scores_SEG48,SCH,SEG48,15,3,SEG36,1,0.538461538,0.472222222,0.312169312,0.69047619,0,0.551724138,0.769957214,0.75,0.5,42.2,1.02,37,278.8,69.7,616.13,all_scores,5.585010616,69.7,2505
SEG49,all_scores_SEG49,SCH,SEG49,6,1,SEG15,0.625,0.461538462,0.573033708,0.269406393,0.142857143,1,0.130268199,0.332717589,0.464285714,1,10.53,1.39,26,0,0,605.94,all_scores,4.999107207,0,2505
SEG1,ESR_SEG01,SCH,SEG01,10,3,SEG38,0.875,0.692307692,0.373626374,0.269406393,0.714285714,0,0.530172414,1,0.428571429,0.5,23,0.42,45,321.06,80.27,756.86,ESR,1.530172414,80.27,2505
SEG2,ESR_SEG02,SCH,SEG02,10,3,SEG38,0.875,0.692307692,0.373626374,0.269406393,0.714285714,0,0.530172414,1,0.428571429,0.5,45,0.06,47,326.36,81.59,772.5,ESR,1.530172414,81.59,2505
SEG3,ESR_SEG03,SCH,SEG03,10,3,SEG38,0.875,0.692307692,0.373626374,0.269406393,0.714285714,0,0.530172414,1,0.428571429,0.5,30.4,0.35,45,321.06,80.27,756.86,ESR,1.530172414,80.27,2505
SEG4,ESR_SEG04,SCH,SEG04,6,1,SEG15,0.625,0.461538462,0.573033708,0.269406393,0.142857143,1,0.130268199,0.332717589,0.464285714,1,71.5,0.35,24,0,0,543.57,ESR,0.462985788,0,2505
SEG5,ESR_SEG05,SCH,SEG05,10,3,SEG38,0.875,0.692307692,0.373626374,0.269406393,0.714285714,0,0.530172414,1,0.428571429,0.5,71.5,0.35,39,297.28,74.32,678.68,ESR,1.530172414,74.32,2505
SEG6,ESR_SEG06,SCH,SEG06,7,2,SEG32,0.125,0.461538462,0.472222222,1,0.166666667,0,0.781609195,0.519370347,0,1,28.57,0.16,33,153.67,38.42,558.93,ESR,1.300979543,38.42,2505
SEG8,ESR_SEG08,SCH,SEG08,10,3,SEG38,0.875,0.692307692,0.373626374,0.269406393,0.714285714,0,0.530172414,1,0.428571429,0.5,17.9,0.43,39,297.28,74.32,678.68,ESR,1.530172414,74.32,2505
SEG9,ESR_SEG09,SCH,SEG09,7,2,SEG32,0.125,0.461538462,0.472222222,1,0.166666667,0,0.781609195,0.519370347,0,1,42.2,0,34,187.26,46.81,582.51,ESR,1.300979543,46.81,2505
SEG10,ESR_SEG10,SCH,SEG10,10,3,SEG38,0.875,0.692307692,0.373626374,0.269406393,0.714285714,0,0.530172414,1,0.428571429,0.5,30.4,0.67,45,321.06,80.27,756.86,ESR,1.530172414,80.27,2505
SEG11,ESR_SEG11,SCH,SEG11,10,3,SEG38,0.875,0.692307692,0.373626374,0.269406393,0.714285714,0,0.530172414,1,0.428571429,0.5,30.4,0,40,311.82,77.96,725.59,ESR,1.530172414,77.96,2505
SEG12,ESR_SEG12,SCH,SEG12,10,3,SEG38,0.875,0.692307692,0.373626374,0.269406393,0.714285714,0,0.530172414,1,0.428571429,0.5,23,0.36,45,321.06,80.27,756.86,ESR,1.530172414,80.27,2505
SEG13,ESR_SEG13,SCH,SEG13,7,2,SEG32,0.125,0.461538462,0.472222222,1,0.166666667,0,0.781609195,0.519370347,0,1,8.46,0.65,32,153.39,38.35,535.35,ESR,1.300979543,38.35,2505
SEG14,ESR_SEG14,SCH,SEG14,10,3,SEG38,0.875,0.692307692,0.373626374,0.269406393,0.714285714,0,0.530172414,1,0.428571429,0.5,16.5,1.39,47,326.36,81.59,772.5,ESR,1.530172414,81.59,2505
SEG15,ESR_SEG15,SCH,SEG15,10,3,SEG38,0.875,0.692307692,0.373626374,0.269406393,0.714285714,0,0.530172414,1,0.428571429,0.5,71.5,0.6,39,297.28,74.32,678.68,ESR,1.530172414,74.32,2505
SEG16,ESR_SEG16,SCH,SEG16,10,3,SEG38,0.875,0.692307692,0.373626374,0.269406393,0.714285714,0,0.530172414,1,0.428571429,0.5,71.5,1.11,38,289.4,72.35,647.41,ESR,1.530172414,72.35,2505
SEG17,ESR_SEG17,SCH,SEG17,7,2,SEG32,0.125,0.461538462,0.472222222,1,0.166666667,0,0.781609195,0.519370347,0,1,28.57,0.68,33,153.67,38.42,558.93,ESR,1.300979543,38.42,2505
SEG19,ESR_SEG19,SCH,SEG19,10,3,SEG38,0.875,0.692307692,0.373626374,0.269406393,0.714285714,0,0.530172414,1,0.428571429,0.5,51.6,0.12,40,311.82,77.96,725.59,ESR,1.530172414,77.96,2505
SEG20,ESR_SEG20,SCH,SEG20,7,2,SEG32,0.125,0.461538462,0.472222222,1,0.166666667,0,0.781609195,0.519370347,0,1,19,0.82,32,153.39,38.35,535.35,ESR,1.300979543,38.35,2505
SEG21,ESR_SEG21,SCH,SEG21,7,2,SEG32,0.125,0.461538462,0.472222222,1,0.166666667,0,0.781609195,0.519370347,0,1,8.3,0.55,32,153.39,38.35,535.35,ESR,1.300979543,38.35,2505
SEG22,ESR_SEG22,SCH,SEG22,10,3,SEG38,0.875,0.692307692,0.373626374,0.269406393,0.714285714,0,0.530172414,1,0.428571429,0.5,33.67,0.26,50,330.29,82.57,788.14,ESR,1.530172414,82.57,2505
SEG23,ESR_SEG23,SCH,SEG23,10,3,SEG38,0.875,0.692307692,0.373626374,0.269406393,0.714285714,0,0.530172414,1,0.428571429,0.5,43.4,0.18,37,278.8,69.7,616.13,ESR,1.530172414,69.7,2505
SEG24,ESR_SEG24,SCH,SEG24,10,3,SEG38,0.875,0.692307692,0.373626374,0.269406393,0.714285714,0,0.530172414,1,0.428571429,0.5,58.69,0.72,37,278.8,69.7,616.13,ESR,1.530172414,69.7,2505
SEG25,ESR_SEG25,SCH,SEG25,10,2,SEG38,0.875,0.692307692,0.373626374,0.269406393,0.714285714,0,0.530172414,1,0.428571429,0.5,8.98,0.98,35,255.32,63.83,553.59,ESR,1.530172414,63.83,2505
SEG26,ESR_SEG26,SCH,SEG26,7,2,SEG32,0.125,0.461538462,0.472222222,1,0.166666667,0,0.781609195,0.519370347,0,1,43.4,0.31,34,187.26,46.81,582.51,ESR,1.300979543,46.81,2505
SEG28,ESR_SEG28,SCH,SEG28,10,3,SEG38,0.875,0.692307692,0.373626374,0.269406393,0.714285714,0,0.530172414,1,0.428571429,0.5,19.9,0.96,48,326.36,81.59,772.5,ESR,1.530172414,81.59,2505
SEG29,ESR_SEG29,SCH,SEG29,10,3,SEG38,0.875,0.692307692,0.373626374,0.269406393,0.714285714,0,0.530172414,1,0.428571429,0.5,19.9,0.62,48,326.36,81.59,772.5,ESR,1.530172414,81.59,2505
SEG31,ESR_SEG31,SCH,SEG31,10,3,SEG38,0.875,0.692307692,0.373626374,0.269406393,0.714285714,0,0.530172414,1,0.428571429,0.5,32.44,4.68,45,321.06,80.27,756.86,ESR,1.530172414,80.27,2505
SEG32,ESR_SEG32,SCH,SEG32,10,3,SEG38,0.875,0.692307692,0.373626374,0.269406393,0.714285714,0,0.530172414,1,0.428571429,0.5,32.44,2.44,56,344.84,86.21,835.05,ESR,1.530172414,86.21,2505
SEG33,ESR_SEG33,SCH,SEG33,10,3,SEG38,0.875,0.692307692,0.373626374,0.269406393,0.714285714,0,0.530172414,1,0.428571429,0.5,8.17,3.55,37,278.8,69.7,616.13,ESR,1.530172414,69.7,2505
SEG34,ESR_SEG34,SCH,SEG34,10,3,SEG38,0.875,0.692307692,0.373626374,0.269406393,0.714285714,0,0.530172414,1,0.428571429,0.5,27.76,8.09,37,278.8,69.7,616.13,ESR,1.530172414,69.7,2505
SEG35,ESR_SEG35,SCH,SEG35,10,3,SEG38,0.875,0.692307692,0.373626374,0.269406393,0.714285714,0,0.530172414,1,0.428571429,0.5,27.76,2.47,40,311.82,77.96,725.59,ESR,1.530172414,77.96,2505
SEG36,ESR_SEG36,SCH,SEG36,10,3,SEG38,0.875,0.692307692,0.373626374,0.269406393,0.714285714,0,0.530172414,1,0.428571429,0.5,6.56,3.33,36,270.93,67.73,584.86,ESR,1.530172414,67.73,2505
SEG37,ESR_SEG37,SCH,SEG37,6,1,SEG15,0.625,0.461538462,0.573033708,0.269406393,0.142857143,1,0.130268199,0.332717589,0.464285714,1,18.16,4.37,21,0,0,450.03,ESR,0.462985788,0,2505
SEG38,ESR_SEG38,SCH,SEG38,7,2,SEG32,0.125,0.461538462,0.472222222,1,0.166666667,0,0.781609195,0.519370347,0,1,3.32,2.1,34,187.26,46.81,582.51,ESR,1.300979543,46.81,2505
SEG39,ESR_SEG39,SCH,SEG39,7,2,SEG32,0.125,0.461538462,0.472222222,1,0.166666667,0,0.781609195,0.519370347,0,1,11.76,1.74,34,187.26,46.81,582.51,ESR,1.300979543,46.81,2505
SEG40,ESR_SEG40,SCH,SEG40,6,1,SEG15,0.625,0.461538462,0.573033708,0.269406393,0.142857143,1,0.130268199,0.332717589,0.464285714,1,16.62,3.88,25,0,0,574.74,ESR,0.462985788,0,2505
SEG41,ESR_SEG41,SCH,SEG41,10,3,SEG38,0.875,0.692307692,0.373626374,0.269406393,0.714285714,0,0.530172414,1,0.428571429,0.5,8.11,0.98,39,297.28,74.32,678.68,ESR,1.530172414,74.32,2505
SEG42,ESR_SEG42,SCH,SEG42,6,2,SEG15,0.625,0.461538462,0.573033708,0.269406393,0.142857143,1,0.130268199,0.332717589,0.464285714,1,10.93,4.01,29,0,0,699.48,ESR,0.462985788,0,2505
SEG43,ESR_SEG43,SCH,SEG43,6,1,SEG15,0.625,0.461538462,0.573033708,0.269406393,0.142857143,1,0.130268199,0.332717589,0.464285714,1,9.72,2.82,23,0,0,512.39,ESR,0.462985788,0,2505
SEG46,ESR_SEG46,SCH,SEG46,10,3,SEG38,0.875,0.692307692,0.373626374,0.269406393,0.714285714,0,0.530172414,1,0.428571429,0.5,3.34,1.67,41,311.82,77.96,725.59,ESR,1.530172414,77.96,2505
SEG47,ESR_SEG47,SCH,SEG47,10,3,SEG38,0.875,0.692307692,0.373626374,0.269406393,0.714285714,0,0.530172414,1,0.428571429,0.5,10.08,4.99,36,270.93,67.73,584.86,ESR,1.530172414,67.73,2505
SEG48,ESR_SEG48,SCH,SEG48,10,3,SEG38,0.875,0.692307692,0.373626374,0.269406393,0.714285714,0,0.530172414,1,0.428571429,0.5,42.2,1.02,37,278.8,69.7,616.13,ESR,1.530172414,69.7,2505
SEG49,ESR_SEG49,SCH,SEG49,6,1,SEG15,0.625,0.461538462,0.573033708,0.269406393,0.142857143,1,0.130268199,0.332717589,0.464285714,1,10.53,1.39,26,0,0,605.94,ESR,0.462985788,0,2505
SEG1,ESS_ESR_SEG01,SCH,SEG01,15,3,SEG36,1,0.538461538,0.472222222,0.312169312,0.69047619,0,0.551724138,0.769957214,0.75,0.5,23,0.42,45,321.06,80.27,756.86,ESS_ESR,2.571681352,80.27,2434
SEG2,ESS_ESR_SEG02,SCH,SEG02,15,3,SEG36,1,0.538461538,0.472222222,0.312169312,0.69047619,0,0.551724138,0.769957214,0.75,0.5,45,0.06,47,341.07,85.27,757.79,ESS_ESR,2.571681352,85.27,2434
SEG3,ESS_ESR_SEG03,SCH,SEG03,15,3,SEG36,1,0.538461538,0.472222222,0.312169312,0.69047619,0,0.551724138,0.769957214,0.75,0.5,30.4,0.35,45,321.06,80.27,756.86,ESS_ESR,2.571681352,80.27,2434
SEG4,ESS_ESR_SEG04,SCH,SEG04,6,1,SEG15,0.625,0.461538462,0.573033708,0.269406393,0.142857143,1,0.130268199,0.332717589,0.464285714,1,71.5,0.35,24,0,0,543.57,ESS_ESR,1.927271502,0,2434
SEG5,ESS_ESR_SEG05,SCH,SEG05,15,3,SEG36,1,0.538461538,0.472222222,0.312169312,0.69047619,0,0.551724138,0.769957214,0.75,0.5,71.5,0.35,39,297.28,74.32,678.68,ESS_ESR,2.571681352,74.32,2434
SEG6,ESS_ESR_SEG06,SCH,SEG06,7,2,SEG32,0.125,0.461538462,0.472222222,1,0.166666667,0,0.781609195,0.519370347,0,1,28.57,0.16,33,153.67,38.42,558.93,ESS_ESR,2.300979543,38.42,2434
SEG8,ESS_ESR_SEG08,SCH,SEG08,15,3,SEG36,1,0.538461538,0.472222222,0.312169312,0.69047619,0,0.551724138,0.769957214,0.75,0.5,17.9,0.43,39,297.28,74.32,678.68,ESS_ESR,2.571681352,74.32,2434
SEG9,ESS_ESR_SEG09,SCH,SEG09,7,2,SEG32,0.125,0.461538462,0.472222222,1,0.166666667,0,0.781609195,0.519370347,0,1,42.2,0,34,187.26,46.81,582.51,ESS_ESR,2.300979543,46.81,2434
SEG10,ESS_ESR_SEG10,SCH,SEG10,15,3,SEG36,1,0.538461538,0.472222222,0.312169312,0.69047619,0,0.551724138,0.769957214,0.75,0.5,30.4,0.67,45,321.06,80.27,756.86,ESS_ESR,2.571681352,80.27,2434
SEG11,ESS_ESR_SEG11,SCH,SEG11,15,3,SEG36,1,0.538461538,0.472222222,0.312169312,0.69047619,0,0.551724138,0.769957214,0.75,0.5,30.4,0,40,311.82,77.96,725.59,ESS_ESR,2.571681352,77.96,2434
SEG12,ESS_ESR_SEG12,SCH,SEG12,15,3,SEG36,1,0.538461538,0.472222222,0.312169312,0.69047619,0,0.551724138,0.769957214,0.75,0.5,23,0.36,45,321.06,80.27,756.86,ESS_ESR,2.571681352,80.27,2434
SEG13,ESS_ESR_SEG13,SCH,SEG13,7,2,SEG32,0.125,0.461538462,0.472222222,1,0.166666667,0,0.781609195,0.519370347,0,1,8.46,0.65,32,153.39,38.35,535.35,ESS_ESR,2.300979543,38.35,2434
SEG14,ESS_ESR_SEG14,SCH,SEG14,15,3,SEG36,1,0.538461538,0.472222222,0.312169312,0.69047619,0,0.551724138,0.769957214,0.75,0.5,16.5,1.39,47,341.07,85.27,757.79,ESS_ESR,2.571681352,85.27,2434
SEG15,ESS_ESR_SEG15,SCH,SEG15,15,3,SEG36,1,0.538461538,0.472222222,0.312169312,0.69047619,0,0.551724138,0.769957214,0.75,0.5,71.5,0.6,39,297.28,74.32,678.68,ESS_ESR,2.571681352,74.32,2434
SEG16,ESS_ESR_SEG16,SCH,SEG16,15,3,SEG36,1,0.538461538,0.472222222,0.312169312,0.69047619,0,0.551724138,0.769957214,0.75,0.5,71.5,1.11,38,289.4,72.35,647.41,ESS_ESR,2.571681352,72.35,2434
SEG17,ESS_ESR_SEG17,SCH,SEG17,7,2,SEG32,0.125,0.461538462,0.472222222,1,0.166666667,0,0.781609195,0.519370347,0,1,28.57,0.68,33,153.67,38.42,558.93,ESS_ESR,2.300979543,38.42,2434
SEG19,ESS_ESR_SEG19,SCH,SEG19,15,3,SEG36,1,0.538461538,0.472222222,0.312169312,0.69047619,0,0.551724138,0.769957214,0.75,0.5,51.6,0.12,40,311.82,77.96,725.59,ESS_ESR,2.571681352,77.96,2434
SEG20,ESS_ESR_SEG20,SCH,SEG20,7,2,SEG32,0.125,0.461538462,0.472222222,1,0.166666667,0,0.781609195,0.519370347,0,1,19,0.82,32,153.39,38.35,535.35,ESS_ESR,2.300979543,38.35,2434
SEG21,ESS_ESR_SEG21,SCH,SEG21,7,2,SEG32,0.125,0.461538462,0.472222222,1,0.166666667,0,0.781609195,0.519370347,0,1,8.3,0.55,32,153.39,38.35,535.35,ESS_ESR,2.300979543,38.35,2434
SEG22,ESS_ESR_SEG22,SCH,SEG22,10,3,SEG38,0.875,0.692307692,0.373626374,0.269406393,0.714285714,0,0.530172414,1,0.428571429,0.5,33.67,0.26,50,330.29,82.57,788.14,ESS_ESR,2.458743842,82.57,2434
SEG23,ESS_ESR_SEG23,SCH,SEG23,15,3,SEG36,1,0.538461538,0.472222222,0.312169312,0.69047619,0,0.551724138,0.769957214,0.75,0.5,43.4,0.18,37,278.8,69.7,616.13,ESS_ESR,2.571681352,69.7,2434
SEG24,ESS_ESR_SEG24,SCH,SEG24,15,3,SEG36,1,0.538461538,0.472222222,0.312169312,0.69047619,0,0.551724138,0.769957214,0.75,0.5,58.69,0.72,37,278.8,69.7,616.13,ESS_ESR,2.571681352,69.7,2434
SEG25,ESS_ESR_SEG25,SCH,SEG25,15,2,SEG36,1,0.538461538,0.472222222,0.312169312,0.69047619,0,0.551724138,0.769957214,0.75,0.5,8.98,0.98,35,255.32,63.83,553.59,ESS_ESR,2.571681352,63.83,2434
SEG26,ESS_ESR_SEG26,SCH,SEG26,7,2,SEG32,0.125,0.461538462,0.472222222,1,0.166666667,0,0.781609195,0.519370347,0,1,43.4,0.31,34,187.26,46.81,582.51,ESS_ESR,2.300979543,46.81,2434
SEG28,ESS_ESR_SEG28,SCH,SEG28,15,3,SEG36,1,0.538461538,0.472222222,0.312169312,0.69047619,0,0.551724138,0.769957214,0.75,0.5,19.9,0.96,48,341.07,85.27,757.79,ESS_ESR,2.571681352,85.27,2434
SEG29,ESS_ESR_SEG29,SCH,SEG29,15,3,SEG36,1,0.538461538,0.472222222,0.312169312,0.69047619,0,0.551724138,0.769957214,0.75,0.5,19.9,0.62,48,341.07,85.27,757.79,ESS_ESR,2.571681352,85.27,2434
SEG31,ESS_ESR_SEG31,SCH,SEG31,15,3,SEG36,1,0.538461538,0.472222222,0.312169312,0.69047619,0,0.551724138,0.769957214,0.75,0.5,32.44,4.68,45,321.06,80.27,756.86,ESS_ESR,2.571681352,80.27,2434
SEG33,ESS_ESR_SEG33,SCH,SEG33,15,3,SEG36,1,0.538461538,0.472222222,0.312169312,0.69047619,0,0.551724138,0.769957214,0.75,0.5,8.17,3.55,37,278.8,69.7,616.13,ESS_ESR,2.571681352,69.7,2434
SEG34,ESS_ESR_SEG34,SCH,SEG34,15,3,SEG36,1,0.538461538,0.472222222,0.312169312,0.69047619,0,0.551724138,0.769957214,0.75,0.5,27.76,8.09,37,278.8,69.7,616.13,ESS_ESR,2.571681352,69.7,2434
SEG35,ESS_ESR_SEG35,SCH,SEG35,15,3,SEG36,1,0.538461538,0.472222222,0.312169312,0.69047619,0,0.551724138,0.769957214,0.75,0.5,27.76,2.47,40,311.82,77.96,725.59,ESS_ESR,2.571681352,77.96,2434
SEG36,ESS_ESR_SEG36,SCH,SEG36,15,3,SEG36,1,0.538461538,0.472222222,0.312169312,0.69047619,0,0.551724138,0.769957214,0.75,0.5,6.56,3.33,36,270.93,67.73,584.86,ESS_ESR,2.571681352,67.73,2434
SEG37,ESS_ESR_SEG37,SCH,SEG37,6,1,SEG15,0.625,0.461538462,0.573033708,0.269406393,0.142857143,1,0.130268199,0.332717589,0.464285714,1,18.16,4.37,21,0,0,450.03,ESS_ESR,1.927271502,0,2434
SEG38,ESS_ESR_SEG38,SCH,SEG38,7,2,SEG32,0.125,0.461538462,0.472222222,1,0.166666667,0,0.781609195,0.519370347,0,1,3.32,2.1,34,187.26,46.81,582.51,ESS_ESR,2.300979543,46.81,2434
SEG39,ESS_ESR_SEG39,SCH,SEG39,7,2,SEG32,0.125,0.461538462,0.472222222,1,0.166666667,0,0.781609195,0.519370347,0,1,11.76,1.74,34,187.26,46.81,582.51,ESS_ESR,2.300979543,46.81,2434
SEG40,ESS_ESR_SEG40,SCH,SEG40,6,1,SEG15,0.625,0.461538462,0.573033708,0.269406393,0.142857143,1,0.130268199,0.332717589,0.464285714,1,16.62,3.88,25,0,0,574.74,ESS_ESR,1.927271502,0,2434
SEG41,ESS_ESR_SEG41,SCH,SEG41,15,3,SEG36,1,0.538461538,0.472222222,0.312169312,0.69047619,0,0.551724138,0.769957214,0.75,0.5,8.11,0.98,39,297.28,74.32,678.68,ESS_ESR,2.571681352,74.32,2434
SEG42,ESS_ESR_SEG42,SCH,SEG42,6,2,SEG15,0.625,0.461538462,0.573033708,0.269406393,0.142857143,1,0.130268199,0.332717589,0.464285714,1,10.93,4.01,29,0,0,699.48,ESS_ESR,1.927271502,0,2434
SEG43,ESS_ESR_SEG43,SCH,SEG43,6,1,SEG15,0.625,0.461538462,0.573033708,0.269406393,0.142857143,1,0.130268199,0.332717589,0.464285714,1,9.72,2.82,23,0,0,512.39,ESS_ESR,1.927271502,0,2434
SEG46,ESS_ESR_SEG46,SCH,SEG46,15,3,SEG36,1,0.538461538,0.472222222,0.312169312,0.69047619,0,0.551724138,0.769957214,0.75,0.5,3.34,1.67,41,311.82,77.96,725.59,ESS_ESR,2.571681352,77.96,2434
SEG47,ESS_ESR_SEG47,SCH,SEG47,15,3,SEG36,1,0.538461538,0.472222222,0.312169312,0.69047619,0,0.551724138,0.769957214,0.75,0.5,10.08,4.99,36,270.93,67.73,584.86,ESS_ESR,2.571681352,67.73,2434
SEG48,ESS_ESR_SEG48,SCH,SEG48,15,3,SEG36,1,0.538461538,0.472222222,0.312169312,0.69047619,0,0.551724138,0.769957214,0.75,0.5,42.2,1.02,37,278.8,69.7,616.13,ESS_ESR,2.571681352,69.7,2434
SEG49,ESS_ESR_SEG49,SCH,SEG49,6,1,SEG15,0.625,0.461538462,0.573033708,0.269406393,0.142857143,1,0.130268199,0.332717589,0.464285714,1,10.53,1.39,26,0,0,605.94,ESS_ESR,1.927271502,0,2434
SEG1,ESS_RDR_SEG01,SCH,SEG01,11,3,SEG21,0.375,0.384615385,1,0.545131485,0.285714286,0,0.702586207,0,0.071428571,1,23,0.42,45,321.06,80.27,756.86,ESS_RDR,2.616560057,80.27,2505
SEG2,ESS_RDR_SEG02,SCH,SEG02,11,3,SEG21,0.375,0.384615385,1,0.545131485,0.285714286,0,0.702586207,0,0.071428571,1,45,0.06,47,326.36,81.59,772.5,ESS_RDR,2.616560057,81.59,2505
