site_id,id,region,epid,measure_id,glz_class,epid_assigned,n_lepi,n_plant,n_red_list_lepi_pa,n_red_list_plant_pa,av_reg_dist_lepi_pa,av_reg_dist_plant_pa,sum_troph_int_pa,n_unique_int_pa,connectance_pa,z_score_nest_pa,sum_crops_pa,n_crop_pests_pa,sizemanagementunit_ha,slope,glz,oc_ha,oc_0.25ha,p_ha,optimisation,ecovalue,cost,budget
AEG25,n_red_list_plant_pa_AEG25,ALB,AEG25,12,2,AEG25,0.55556,1,0.41667,0.71429,0.49827,0.77381,0.56129,0,0.35041,0.64182,0,1,22.06,17.17,34,1046.46,261.615,-334.28,n_red_list_plant_pa,0.714285714285714,261.615,2163
AEG26,n_red_list_plant_pa_AEG26,ALB,AEG26,12,1,AEG47,0.83333,0.83333,0.83333,0.42857,0.65882,0.57778,1,0,0.64851,0.66035,0,1,1.4,23.34,19,647.77,161.9425,-380.8,n_red_list_plant_pa,0.428571428571429,161.9425,2163
AEG27,n_red_list_plant_pa_AEG27,ALB,AEG27,6,1,AEG23,0.11111,0.43333,0,0.28571,0,0.18571,0.20645,0,1,0.36939,0.46667,0.5,2.21,10.49,17,15.19,3.7975,373.56,n_red_list_plant_pa,0.285714285714286,3.7975,2163
AEG30,n_red_list_plant_pa_AEG30,ALB,AEG30,15,2,AEG14,0.27778,0.13333,0,0.28571,0.06659,0.05856,0.24516,0,0.95847,0.89153,1,0,1.37,11.29,32,40.18,10.045,619.02,n_red_list_plant_pa,0.285714285714286,10.045,2163
AEG31,n_red_list_plant_pa_AEG31,ALB,AEG31,6,1,AEG23,0.11111,0.43333,0,0.28571,0,0.18571,0.20645,0,1,0.36939,0.46667,0.5,4.28,14.27,22,17.92,4.48,440.71,n_red_list_plant_pa,0.285714285714286,4.48,2163
AEG36,n_red_list_plant_pa_AEG36,ALB,AEG36,14,2,AEG44,0.38889,0.43333,0.16667,0.28571,0.31765,0.12037,0.25806,0,0.35841,0.3427,0.23333,1,9.64,6.45,30,31.92,7.98,574.31,n_red_list_plant_pa,0.285714285714286,7.98,2163
AEG37,n_red_list_plant_pa_AEG37,ALB,AEG37,12,2,AEG48,0.55556,0.56667,0.66667,1,0.86878,1,0.25806,1,0.09532,0.39658,0.23333,1,3.93,17.6,27,845.51,211.3775,-318.75,n_red_list_plant_pa,1,211.3775,2163
AEG38,n_red_list_plant_pa_AEG38,ALB,AEG38,4,3,AEG11,0,0.4,0,0.28571,0.02521,0.2549,0.05161,0,0.50679,0.20428,0.1,1,1.28,3.02,43,185.25,46.3125,689.47,n_red_list_plant_pa,0.285714285714286,46.3125,2163
AEG39,n_red_list_plant_pa_AEG39,ALB,AEG39,14,2,AEG44,0.38889,0.43333,0.16667,0.28571,0.31765,0.12037,0.25806,0,0.35841,0.3427,0.23333,1,5.55,10.74,29,5.43,1.3575,574.31,n_red_list_plant_pa,0.285714285714286,1.3575,2163
AEG40,n_red_list_plant_pa_AEG40,ALB,AEG40,14,2,AEG44,0.38889,0.43333,0.16667,0.28571,0.31765,0.12037,0.25806,0,0.35841,0.3427,0.23333,1,0.88,13.89,28,6.19,1.5475,547.05,n_red_list_plant_pa,0.285714285714286,1.5475,2163
AEG41,n_red_list_plant_pa_AEG41,ALB,AEG41,15,2,AEG14,0.27778,0.13333,0,0.28571,0.06659,0.05856,0.24516,0,0.95847,0.89153,1,0,5.39,14.55,31,39.46,9.865,593.25,n_red_list_plant_pa,0.285714285714286,9.865,2163
AEG42,n_red_list_plant_pa_AEG42,ALB,AEG42,12,2,AEG48,0.55556,0.56667,0.66667,1,0.86878,1,0.25806,1,0.09532,0.39658,0.23333,1,2.54,19.53,30,924.97,231.2425,-318.75,n_red_list_plant_pa,1,231.2425,2163
AEG43,n_red_list_plant_pa_AEG43,ALB,AEG43,14,2,AEG44,0.38889,0.43333,0.16667,0.28571,0.31765,0.12037,0.25806,0,0.35841,0.3427,0.23333,1,0.7,14.02,28,6.19,1.5475,547.05,n_red_list_plant_pa,0.285714285714286,1.5475,2163
AEG44,n_red_list_plant_pa_AEG44,ALB,AEG44,14,3,AEG44,0.38889,0.43333,0.16667,0.28571,0.31765,0.12037,0.25806,0,0.35841,0.3427,0.23333,1,1.16,24.71,36,170.63,42.6575,574.31,n_red_list_plant_pa,0.285714285714286,42.6575,2163
AEG45,n_red_list_plant_pa_AEG45,ALB,AEG45,4,3,AEG11,0,0.4,0,0.28571,0.02521,0.2549,0.05161,0,0.50679,0.20428,0.1,1,1.55,7.55,40,148.16,37.04,672.38,n_red_list_plant_pa,0.285714285714286,37.04,2163
AEG46,n_red_list_plant_pa_AEG46,ALB,AEG46,14,2,AEG44,0.38889,0.43333,0.16667,0.28571,0.31765,0.12037,0.25806,0,0.35841,0.3427,0.23333,1,5.44,14.48,30,31.92,7.98,574.31,n_red_list_plant_pa,0.285714285714286,7.98,2163
AEG47,n_red_list_plant_pa_AEG47,ALB,AEG47,12,1,AEG47,0.83333,0.83333,0.83333,0.42857,0.65882,0.57778,1,0,0.64851,0.66035,0,1,7.68,29.89,16,538.3,134.575,-380.8,n_red_list_plant_pa,0.428571428571429,134.575,2163
AEG48,n_red_list_plant_pa_AEG48,ALB,AEG48,12,1,AEG48,0.55556,0.56667,0.66667,1,0.86878,1,0.25806,1,0.09532,0.39658,0.23333,1,7.68,18.05,18,721.89,180.4725,-318.75,n_red_list_plant_pa,1,180.4725,2163
AEG1,sum_crops_pa_AEG01,ALB,AEG01,15,2,AEG14,0.27778,0.13333,0,0.28571,0.06659,0.05856,0.24516,0,0.95847,0.89153,1,0,9.79,4.98,29,39.03,9.7575,540.71,sum_crops_pa,1,9.7575,2171
AEG2,sum_crops_pa_AEG02,ALB,AEG02,15,2,AEG14,0.27778,0.13333,0,0.28571,0.06659,0.05856,0.24516,0,0.95847,0.89153,1,0,6.34,10.83,29,39.03,9.7575,540.71,sum_crops_pa,1,9.7575,2171
AEG3,sum_crops_pa_AEG03,ALB,AEG03,15,2,AEG14,0.27778,0.13333,0,0.28571,0.06659,0.05856,0.24516,0,0.95847,0.89153,1,0,5.19,5.5,30,39.08,9.77,567.14,sum_crops_pa,1,9.77,2171
AEG4,sum_crops_pa_AEG04,ALB,AEG04,13,3,AEG46,0.22222,0.26667,0,0.14286,0.05229,0.12037,0.17419,0,0.56255,0.37067,0.5,0.5,4.39,18.68,36,745.73,186.4325,2.57,sum_crops_pa,0.5,186.4325,2171
AEG5,sum_crops_pa_AEG05,ALB,AEG05,13,3,AEG46,0.22222,0.26667,0,0.14286,0.05229,0.12037,0.17419,0,0.56255,0.37067,0.5,0.5,8.16,4.87,36,745.73,186.4325,2.57,sum_crops_pa,0.5,186.4325,2171
AEG6,sum_crops_pa_AEG06,ALB,AEG06,13,3,AEG46,0.22222,0.26667,0,0.14286,0.05229,0.12037,0.17419,0,0.56255,0.37067,0.5,0.5,6.4,12.67,38,781.85,195.4625,2.57,sum_crops_pa,0.5,195.4625,2171
AEG7,sum_crops_pa_AEG07,ALB,AEG07,15,1,AEG14,0.27778,0.13333,0,0.28571,0.06659,0.05856,0.24516,0,0.95847,0.89153,1,0,9.1,18.05,18,60.26,15.065,228.11,sum_crops_pa,1,15.065,2171
AEG8,sum_crops_pa_AEG08,ALB,AEG08,15,2,AEG14,0.27778,0.13333,0,0.28571,0.06659,0.05856,0.24516,0,0.95847,0.89153,1,0,8.1,6.54,26,40.85,10.2125,459.42,sum_crops_pa,1,10.2125,2171
AEG9,sum_crops_pa_AEG09,ALB,AEG09,12,1,AEG09,1,0.9,1,0.85714,0.65882,0.67241,0.89032,0.5,0.35467,0.7213,0.26667,1,12.39,23.69,18,631.82,157.955,-401.34,sum_crops_pa,0.266666666666667,157.955,2171
AEG11,sum_crops_pa_AEG11,ALB,AEG11,13,3,AEG46,0.22222,0.26667,0,0.14286,0.05229,0.12037,0.17419,0,0.56255,0.37067,0.5,0.5,5.61,8.87,35,727.67,181.9175,2.57,sum_crops_pa,0.5,181.9175,2171
AEG12,sum_crops_pa_AEG12,ALB,AEG12,15,1,AEG14,0.27778,0.13333,0,0.28571,0.06659,0.05856,0.24516,0,0.95847,0.89153,1,0,14.75,8.5,22,47.91,11.9775,346.4,sum_crops_pa,1,11.9775,2171
AEG13,sum_crops_pa_AEG13,ALB,AEG13,15,2,AEG14,0.27778,0.13333,0,0.28571,0.06659,0.05856,0.24516,0,0.95847,0.89153,1,0,6.74,12.49,33,41.22,10.305,644.47,sum_crops_pa,1,10.305,2171
AEG14,sum_crops_pa_AEG14,ALB,AEG14,15,2,AEG14,0.27778,0.13333,0,0.28571,0.06659,0.05856,0.24516,0,0.95847,0.89153,1,0,5.64,10.74,25,42.12,10.53,431.66,sum_crops_pa,1,10.53,2171
AEG15,sum_crops_pa_AEG15,ALB,AEG15,15,2,AEG14,0.27778,0.13333,0,0.28571,0.06659,0.05856,0.24516,0,0.95847,0.89153,1,0,3.78,11.94,33,41.22,10.305,644.47,sum_crops_pa,1,10.305,2171
AEG17,sum_crops_pa_AEG17,ALB,AEG17,15,2,AEG14,0.27778,0.13333,0,0.28571,0.06659,0.05856,0.24516,0,0.95847,0.89153,1,0,1.98,10.02,29,39.03,9.7575,540.71,sum_crops_pa,1,9.7575,2171
AEG18,sum_crops_pa_AEG18,ALB,AEG18,15,1,AEG14,0.27778,0.13333,0,0.28571,0.06659,0.05856,0.24516,0,0.95847,0.89153,1,0,3.5,6.57,20,53.42,13.355,287.92,sum_crops_pa,1,13.355,2171
AEG19,sum_crops_pa_AEG19,ALB,AEG19,15,2,AEG14,0.27778,0.13333,0,0.28571,0.06659,0.05856,0.24516,0,0.95847,0.89153,1,0,5.13,10.69,29,39.03,9.7575,540.71,sum_crops_pa,1,9.7575,2171
AEG20,sum_crops_pa_AEG20,ALB,AEG20,13,2,AEG46,0.22222,0.26667,0,0.14286,0.05229,0.12037,0.17419,0,0.56255,0.37067,0.5,0.5,2.19,26.93,27,515.88,128.97,2.57,sum_crops_pa,0.5,128.97,2171
AEG21,sum_crops_pa_AEG21,ALB,AEG21,15,2,AEG14,0.27778,0.13333,0,0.28571,0.06659,0.05856,0.24516,0,0.95847,0.89153,1,0,2.93,5.28,28,39.31,9.8275,513.94,sum_crops_pa,1,9.8275,2171
AEG22,sum_crops_pa_AEG22,ALB,AEG22,15,2,AEG14,0.27778,0.13333,0,0.28571,0.06659,0.05856,0.24516,0,0.95847,0.89153,1,0,4.84,14.89,30,39.08,9.77,567.14,sum_crops_pa,1,9.77,2171
AEG23,sum_crops_pa_AEG23,ALB,AEG23,13,3,AEG46,0.22222,0.26667,0,0.14286,0.05229,0.12037,0.17419,0,0.56255,0.37067,0.5,0.5,0.49,2.53,44,890.21,222.5525,2.57,sum_crops_pa,0.5,222.5525,2171
AEG24,sum_crops_pa_AEG24,ALB,AEG24,15,2,AEG14,0.27778,0.13333,0,0.28571,0.06659,0.05856,0.24516,0,0.95847,0.89153,1,0,1.88,4.86,32,40.18,10.045,619.02,sum_crops_pa,1,10.045,2171
AEG25,sum_crops_pa_AEG25,ALB,AEG25,15,2,AEG14,0.27778,0.13333,0,0.28571,0.06659,0.05856,0.24516,0,0.95847,0.89153,1,0,22.06,17.17,34,42.6,10.65,669.58,sum_crops_pa,1,10.65,2171
AEG27,sum_crops_pa_AEG27,ALB,AEG27,15,1,AEG14,0.27778,0.13333,0,0.28571,0.06659,0.05856,0.24516,0,0.95847,0.89153,1,0,2.21,10.49,17,64.17,16.0425,197.71,sum_crops_pa,1,16.0425,2171
AEG30,sum_crops_pa_AEG30,ALB,AEG30,15,2,AEG14,0.27778,0.13333,0,0.28571,0.06659,0.05856,0.24516,0,0.95847,0.89153,1,0,1.37,11.29,32,40.18,10.045,619.02,sum_crops_pa,1,10.045,2171
AEG31,sum_crops_pa_AEG31,ALB,AEG31,15,1,AEG14,0.27778,0.13333,0,0.28571,0.06659,0.05856,0.24516,0,0.95847,0.89153,1,0,4.28,14.27,22,47.91,11.9775,346.4,sum_crops_pa,1,11.9775,2171
AEG36,sum_crops_pa_AEG36,ALB,AEG36,15,2,AEG14,0.27778,0.13333,0,0.28571,0.06659,0.05856,0.24516,0,0.95847,0.89153,1,0,9.64,6.45,30,39.08,9.77,567.14,sum_crops_pa,1,9.77,2171
AEG37,sum_crops_pa_AEG37,ALB,AEG37,15,2,AEG14,0.27778,0.13333,0,0.28571,0.06659,0.05856,0.24516,0,0.95847,0.89153,1,0,3.93,17.6,27,39.91,9.9775,486.84,sum_crops_pa,1,9.9775,2171
AEG38,sum_crops_pa_AEG38,ALB,AEG38,13,3,AEG46,0.22222,0.26667,0,0.14286,0.05229,0.12037,0.17419,0,0.56255,0.37067,0.5,0.5,1.28,3.02,43,872.15,218.0375,2.57,sum_crops_pa,0.5,218.0375,2171
AEG39,sum_crops_pa_AEG39,ALB,AEG39,15,2,AEG14,0.27778,0.13333,0,0.28571,0.06659,0.05856,0.24516,0,0.95847,0.89153,1,0,5.55,10.74,29,39.03,9.7575,540.71,sum_crops_pa,1,9.7575,2171
AEG40,sum_crops_pa_AEG40,ALB,AEG40,15,2,AEG14,0.27778,0.13333,0,0.28571,0.06659,0.05856,0.24516,0,0.95847,0.89153,1,0,0.88,13.89,28,39.31,9.8275,513.94,sum_crops_pa,1,9.8275,2171
AEG41,sum_crops_pa_AEG41,ALB,AEG41,15,2,AEG14,0.27778,0.13333,0,0.28571,0.06659,0.05856,0.24516,0,0.95847,0.89153,1,0,5.39,14.55,31,39.46,9.865,593.25,sum_crops_pa,1,9.865,2171
AEG42,sum_crops_pa_AEG42,ALB,AEG42,15,2,AEG14,0.27778,0.13333,0,0.28571,0.06659,0.05856,0.24516,0,0.95847,0.89153,1,0,2.54,19.53,30,39.08,9.77,567.14,sum_crops_pa,1,9.77,2171
AEG43,sum_crops_pa_AEG43,ALB,AEG43,15,2,AEG14,0.27778,0.13333,0,0.28571,0.06659,0.05856,0.24516,0,0.95847,0.89153,1,0,0.7,14.02,28,39.31,9.8275,513.94,sum_crops_pa,1,9.8275,2171
AEG44,sum_crops_pa_AEG44,ALB,AEG44,13,3,AEG46,0.22222,0.26667,0,0.14286,0.05229,0.12037,0.17419,0,0.56255,0.37067,0.5,0.5,1.16,24.71,36,742.37,185.5925,2.57,sum_crops_pa,0.5,185.5925,2171
AEG45,sum_crops_pa_AEG45,ALB,AEG45,13,3,AEG46,0.22222,0.26667,0,0.14286,0.05229,0.12037,0.17419,0,0.56255,0.37067,0.5,0.5,1.55,7.55,40,817.97,204.4925,2.57,sum_crops_pa,0.5,204.4925,2171
AEG46,sum_crops_pa_AEG46,ALB,AEG46,15,2,AEG14,0.27778,0.13333,0,0.28571,0.06659,0.05856,0.24516,0,0.95847,0.89153,1,0,5.44,14.48,30,39.08,9.77,567.14,sum_crops_pa,1,9.77,2171
AEG48,sum_crops_pa_AEG48,ALB,AEG48,15,1,AEG14,0.27778,0.13333,0,0.28571,0.06659,0.05856,0.24516,0,0.95847,0.89153,1,0,7.68,18.05,18,60.26,15.065,228.11,sum_crops_pa,1,15.065,2171
AEG1,z_score_nest_pa_AEG01,ALB,AEG01,15,2,AEG14,0.27778,0.13333,0,0.28571,0.06659,0.05856,0.24516,0,0.95847,0.89153,1,0,9.79,4.98,29,39.03,9.7575,540.71,z_score_nest_pa,0.891529811990352,9.7575,2265
AEG2,z_score_nest_pa_AEG02,ALB,AEG02,15,2,AEG14,0.27778,0.13333,0,0.28571,0.06659,0.05856,0.24516,0,0.95847,0.89153,1,0,6.34,10.83,29,39.03,9.7575,540.71,z_score_nest_pa,0.891529811990352,9.7575,2265
AEG3,z_score_nest_pa_AEG03,ALB,AEG03,15,2,AEG14,0.27778,0.13333,0,0.28571,0.06659,0.05856,0.24516,0,0.95847,0.89153,1,0,5.19,5.5,30,39.08,9.77,567.14,z_score_nest_pa,0.891529811990352,9.77,2265
AEG4,z_score_nest_pa_AEG04,ALB,AEG04,5,3,AEG38,0.22222,0.33333,0.16667,0.14286,0.20392,0.12037,0.18065,0,0.51751,0.64879,0.46667,0.5,4.39,18.68,36,123.7,30.925,624.59,z_score_nest_pa,0.648791083049666,30.925,2265
AEG5,z_score_nest_pa_AEG05,ALB,AEG05,5,3,AEG38,0.22222,0.33333,0.16667,0.14286,0.20392,0.12037,0.18065,0,0.51751,0.64879,0.46667,0.5,8.16,4.87,36,123.7,30.925,624.59,z_score_nest_pa,0.648791083049666,30.925,2265
AEG6,z_score_nest_pa_AEG06,ALB,AEG06,5,3,AEG38,0.22222,0.33333,0.16667,0.14286,0.20392,0.12037,0.18065,0,0.51751,0.64879,0.46667,0.5,6.4,12.67,38,140.96,35.24,643.46,z_score_nest_pa,0.648791083049666,35.24,2265
AEG7,z_score_nest_pa_AEG07,ALB,AEG07,15,1,AEG14,0.27778,0.13333,0,0.28571,0.06659,0.05856,0.24516,0,0.95847,0.89153,1,0,9.1,18.05,18,60.26,15.065,228.11,z_score_nest_pa,0.891529811990352,15.065,2265
AEG8,z_score_nest_pa_AEG08,ALB,AEG08,12,2,AEG08,0.38889,0.7,0.16667,0,0.29268,0.2549,0.47742,0,0.66981,1,0.93333,0,8.1,6.54,26,654.36,163.59,-143.59,z_score_nest_pa,1,163.59,2265
AEG9,z_score_nest_pa_AEG09,ALB,AEG09,12,1,AEG09,1,0.9,1,0.85714,0.65882,0.67241,0.89032,0.5,0.35467,0.7213,0.26667,1,12.39,23.69,18,631.82,157.955,-401.34,z_score_nest_pa,0.721303505997202,157.955,2265
AEG11,z_score_nest_pa_AEG11,ALB,AEG11,5,3,AEG38,0.22222,0.33333,0.16667,0.14286,0.20392,0.12037,0.18065,0,0.51751,0.64879,0.46667,0.5,5.61,8.87,35,115.34,28.835,614.9,z_score_nest_pa,0.648791083049666,28.835,2265
AEG12,z_score_nest_pa_AEG12,ALB,AEG12,15,1,AEG14,0.27778,0.13333,0,0.28571,0.06659,0.05856,0.24516,0,0.95847,0.89153,1,0,14.75,8.5,22,47.91,11.9775,346.4,z_score_nest_pa,0.891529811990352,11.9775,2265
AEG13,z_score_nest_pa_AEG13,ALB,AEG13,15,2,AEG14,0.27778,0.13333,0,0.28571,0.06659,0.05856,0.24516,0,0.95847,0.89153,1,0,6.74,12.49,33,41.22,10.305,644.47,z_score_nest_pa,0.891529811990352,10.305,2265
AEG14,z_score_nest_pa_AEG14,ALB,AEG14,15,2,AEG14,0.27778,0.13333,0,0.28571,0.06659,0.05856,0.24516,0,0.95847,0.89153,1,0,5.64,10.74,25,42.12,10.53,431.66,z_score_nest_pa,0.891529811990352,10.53,2265
AEG15,z_score_nest_pa_AEG15,ALB,AEG15,15,2,AEG14,0.27778,0.13333,0,0.28571,0.06659,0.05856,0.24516,0,0.95847,0.89153,1,0,3.78,11.94,33,41.22,10.305,644.47,z_score_nest_pa,0.891529811990352,10.305,2265
AEG17,z_score_nest_pa_AEG17,ALB,AEG17,15,2,AEG14,0.27778,0.13333,0,0.28571,0.06659,0.05856,0.24516,0,0.95847,0.89153,1,0,1.98,10.02,29,39.03,9.7575,540.71,z_score_nest_pa,0.891529811990352,9.7575,2265
AEG18,z_score_nest_pa_AEG18,ALB,AEG18,15,1,AEG14,0.27778,0.13333,0,0.28571,0.06659,0.05856,0.24516,0,0.95847,0.89153,1,0,3.5,6.57,20,53.42,13.355,287.92,z_score_nest_pa,0.891529811990352,13.355,2265
AEG19,z_score_nest_pa_AEG19,ALB,AEG19,15,2,AEG14,0.27778,0.13333,0,0.28571,0.06659,0.05856,0.24516,0,0.95847,0.89153,1,0,5.13,10.69,29,39.03,9.7575,540.71,z_score_nest_pa,0.891529811990352,9.7575,2265
AEG20,z_score_nest_pa_AEG20,ALB,AEG20,12,2,AEG48,0.55556,0.56667,0.66667,1,0.86878,1,0.25806,1,0.09532,0.39658,0.23333,1,2.19,26.93,27,837.19,209.2975,-318.75,z_score_nest_pa,0.396584600873964,209.2975,2265
AEG21,z_score_nest_pa_AEG21,ALB,AEG21,15,2,AEG14,0.27778,0.13333,0,0.28571,0.06659,0.05856,0.24516,0,0.95847,0.89153,1,0,2.93,5.28,28,39.31,9.8275,513.94,z_score_nest_pa,0.891529811990352,9.8275,2265
AEG22,z_score_nest_pa_AEG22,ALB,AEG22,15,2,AEG14,0.27778,0.13333,0,0.28571,0.06659,0.05856,0.24516,0,0.95847,0.89153,1,0,4.84,14.89,30,39.08,9.77,567.14,z_score_nest_pa,0.891529811990352,9.77,2265
AEG23,z_score_nest_pa_AEG23,ALB,AEG23,5,3,AEG38,0.22222,0.33333,0.16667,0.14286,0.20392,0.12037,0.18065,0,0.51751,0.64879,0.46667,0.5,0.49,2.53,44,196.86,49.215,695.91,z_score_nest_pa,0.648791083049666,49.215,2265
AEG24,z_score_nest_pa_AEG24,ALB,AEG24,12,2,AEG08,0.38889,0.7,0.16667,0,0.29268,0.2549,0.47742,0,0.66981,1,0.93333,0,1.88,4.86,32,802.78,200.695,-143.59,z_score_nest_pa,1,200.695,2265
AEG25,z_score_nest_pa_AEG25,ALB,AEG25,15,2,AEG14,0.27778,0.13333,0,0.28571,0.06659,0.05856,0.24516,0,0.95847,0.89153,1,0,22.06,17.17,34,42.6,10.65,669.58,z_score_nest_pa,0.891529811990352,10.65,2265
AEG26,z_score_nest_pa_AEG26,ALB,AEG26,12,1,AEG47,0.83333,0.83333,0.83333,0.42857,0.65882,0.57778,1,0,0.64851,0.66035,0,1,1.4,23.34,19,647.77,161.9425,-380.8,z_score_nest_pa,0.660346083248153,161.9425,2265
AEG27,z_score_nest_pa_AEG27,ALB,AEG27,15,1,AEG14,0.27778,0.13333,0,0.28571,0.06659,0.05856,0.24516,0,0.95847,0.89153,1,0,2.21,10.49,17,64.17,16.0425,197.71,z_score_nest_pa,0.891529811990352,16.0425,2265
AEG30,z_score_nest_pa_AEG30,ALB,AEG30,15,2,AEG14,0.27778,0.13333,0,0.28571,0.06659,0.05856,0.24516,0,0.95847,0.89153,1,0,1.37,11.29,32,40.18,10.045,619.02,z_score_nest_pa,0.891529811990352,10.045,2265
AEG31,z_score_nest_pa_AEG31,ALB,AEG31,15,1,AEG14,0.27778,0.13333,0,0.28571,0.06659,0.05856,0.24516,0,0.95847,0.89153,1,0,4.28,14.27,22,47.91,11.9775,346.4,z_score_nest_pa,0.891529811990352,11.9775,2265
AEG36,z_score_nest_pa_AEG36,ALB,AEG36,12,2,AEG08,0.38889,0.7,0.16667,0,0.29268,0.2549,0.47742,0,0.66981,1,0.93333,0,9.64,6.45,30,749.81,187.4525,-143.59,z_score_nest_pa,1,187.4525,2265
AEG37,z_score_nest_pa_AEG37,ALB,AEG37,15,2,AEG14,0.27778,0.13333,0,0.28571,0.06659,0.05856,0.24516,0,0.95847,0.89153,1,0,3.93,17.6,27,39.91,9.9775,486.84,z_score_nest_pa,0.891529811990352,9.9775,2265
AEG38,z_score_nest_pa_AEG38,ALB,AEG38,5,3,AEG38,0.22222,0.33333,0.16667,0.14286,0.20392,0.12037,0.18065,0,0.51751,0.64879,0.46667,0.5,1.28,3.02,43,187.11,46.7775,687.6,z_score_nest_pa,0.648791083049666,46.7775,2265
AEG39,z_score_nest_pa_AEG39,ALB,AEG39,15,2,AEG14,0.27778,0.13333,0,0.28571,0.06659,0.05856,0.24516,0,0.95847,0.89153,1,0,5.55,10.74,29,39.03,9.7575,540.71,z_score_nest_pa,0.891529811990352,9.7575,2265
AEG40,z_score_nest_pa_AEG40,ALB,AEG40,12,2,AEG08,0.38889,0.7,0.16667,0,0.29268,0.2549,0.47742,0,0.66981,1,0.93333,0,0.88,13.89,28,696.83,174.2075,-143.59,z_score_nest_pa,1,174.2075,2265
AEG41,z_score_nest_pa_AEG41,ALB,AEG41,15,2,AEG14,0.27778,0.13333,0,0.28571,0.06659,0.05856,0.24516,0,0.95847,0.89153,1,0,5.39,14.55,31,39.46,9.865,593.25,z_score_nest_pa,0.891529811990352,9.865,2265
AEG42,z_score_nest_pa_AEG42,ALB,AEG42,15,2,AEG14,0.27778,0.13333,0,0.28571,0.06659,0.05856,0.24516,0,0.95847,0.89153,1,0,2.54,19.53,30,39.08,9.77,567.14,z_score_nest_pa,0.891529811990352,9.77,2265
AEG43,z_score_nest_pa_AEG43,ALB,AEG43,12,2,AEG08,0.38889,0.7,0.16667,0,0.29268,0.2549,0.47742,0,0.66981,1,0.93333,0,0.7,14.02,28,696.83,174.2075,-143.59,z_score_nest_pa,1,174.2075,2265
AEG44,z_score_nest_pa_AEG44,ALB,AEG44,13,3,AEG46,0.22222,0.26667,0,0.14286,0.05229,0.12037,0.17419,0,0.56255,0.37067,0.5,0.5,1.16,24.71,36,742.37,185.5925,2.57,z_score_nest_pa,0.370667913329431,185.5925,2265
AEG45,z_score_nest_pa_AEG45,ALB,AEG45,5,3,AEG38,0.22222,0.33333,0.16667,0.14286,0.20392,0.12037,0.18065,0,0.51751,0.64879,0.46667,0.5,1.55,7.55,40,158.9,39.725,661.63,z_score_nest_pa,0.648791083049666,39.725,2265
AEG46,z_score_nest_pa_AEG46,ALB,AEG46,15,2,AEG14,0.27778,0.13333,0,0.28571,0.06659,0.05856,0.24516,0,0.95847,0.89153,1,0,5.44,14.48,30,39.08,9.77,567.14,z_score_nest_pa,0.891529811990352,9.77,2265
AEG47,z_score_nest_pa_AEG47,ALB,AEG47,12,1,AEG47,0.83333,0.83333,0.83333,0.42857,0.65882,0.57778,1,0,0.64851,0.66035,0,1,7.68,29.89,16,538.3,134.575,-380.8,z_score_nest_pa,0.660346083248153,134.575,2265
AEG48,z_score_nest_pa_AEG48,ALB,AEG48,15,1,AEG14,0.27778,0.13333,0,0.28571,0.06659,0.05856,0.24516,0,0.95847,0.89153,1,0,7.68,18.05,18,60.26,15.065,228.11,z_score_nest_pa,0.891529811990352,15.065,2265
AEG1,n_lepi_AEG01,ALB,AEG01,9,2,AEG22,0.55556,0.6,0.41667,0.28571,0.31765,0.48925,0.58065,0,0.65439,0.64125,0.5,0.5,9.79,4.98,29,216.76,54.19,362.97,n_lepi,0.555555555555556,54.19,2844
AEG2,n_lepi_AEG02,ALB,AEG02,9,2,AEG22,0.55556,0.6,0.41667,0.28571,0.31765,0.48925,0.58065,0,0.65439,0.64125,0.5,0.5,6.34,10.83,29,216.76,54.19,362.97,n_lepi,0.555555555555556,54.19,2844
AEG3,n_lepi_AEG03,ALB,AEG03,12,2,AEG49,0.77778,0.73333,0.66667,0.28571,0.49827,0.32828,0.63226,0,0.36481,0.73954,0.23333,1,5.19,5.5,30,584.89,146.2225,21.33,n_lepi,0.777777777777778,146.2225,2844
AEG4,n_lepi_AEG04,ALB,AEG04,14,3,AEG44,0.38889,0.43333,0.16667,0.28571,0.31765,0.12037,0.25806,0,0.35841,0.3427,0.23333,1,4.39,18.68,36,173.99,43.4975,574.31,n_lepi,0.388888888888889,43.4975,2844
AEG5,n_lepi_AEG05,ALB,AEG05,14,3,AEG44,0.38889,0.43333,0.16667,0.28571,0.31765,0.12037,0.25806,0,0.35841,0.3427,0.23333,1,8.16,4.87,36,173.99,43.4975,574.31,n_lepi,0.388888888888889,43.4975,2844
AEG6,n_lepi_AEG06,ALB,AEG06,14,3,AEG44,0.38889,0.43333,0.16667,0.28571,0.31765,0.12037,0.25806,0,0.35841,0.3427,0.23333,1,6.4,12.67,38,210.11,52.5275,574.31,n_lepi,0.388888888888889,52.5275,2844
AEG7,n_lepi_AEG07,ALB,AEG07,9,1,AEG22,0.55556,0.6,0.41667,0.28571,0.31765,0.48925,0.58065,0,0.65439,0.64125,0.5,0.5,9.1,18.05,18,135.97,33.9925,267.17,n_lepi,0.555555555555556,33.9925,2844
