site_id,id,region,epid,measure_id,glz_class,epid_assigned,n_lepi,n_plant,av_reg_dist_lepi_pa,av_reg_dist_plant_pa,sum_troph_int_pa,n_unique_int_pa,connectance_pa,z_score_nest_pa,sum_crops_pa,n_crop_pests_pa,sizemanagementunit_ha,slope,glz,oc_ha,oc_0.25ha,p_ha,optimisation,ecovalue,cost,budget
SEG17,av_reg_dist_lepi_pa_SEG17,SCH,SEG17,11,2,SEG21,0.375,0.384615385,1,0.545131485,0.285714286,0,0.702586207,0,0.071428571,1,28.57,0.68,33,237.2,59.3,475.4,av_reg_dist_lepi_pa,1,59.3,2495
SEG19,av_reg_dist_lepi_pa_SEG19,SCH,SEG19,11,3,SEG21,0.375,0.384615385,1,0.545131485,0.285714286,0,0.702586207,0,0.071428571,1,51.6,0.12,40,311.82,77.96,725.59,av_reg_dist_lepi_pa,1,77.96,2495
SEG20,av_reg_dist_lepi_pa_SEG20,SCH,SEG20,11,2,SEG21,0.375,0.384615385,1,0.545131485,0.285714286,0,0.702586207,0,0.071428571,1,19,0.82,32,228.97,57.24,459.77,av_reg_dist_lepi_pa,1,57.24,2495
SEG21,av_reg_dist_lepi_pa_SEG21,SCH,SEG21,11,2,SEG21,0.375,0.384615385,1,0.545131485,0.285714286,0,0.702586207,0,0.071428571,1,8.3,0.55,32,228.97,57.24,459.77,av_reg_dist_lepi_pa,1,57.24,2495
SEG23,av_reg_dist_lepi_pa_SEG23,SCH,SEG23,11,3,SEG21,0.375,0.384615385,1,0.545131485,0.285714286,0,0.702586207,0,0.071428571,1,43.4,0.18,37,278.8,69.7,616.13,av_reg_dist_lepi_pa,1,69.7,2495
SEG24,av_reg_dist_lepi_pa_SEG24,SCH,SEG24,11,3,SEG21,0.375,0.384615385,1,0.545131485,0.285714286,0,0.702586207,0,0.071428571,1,58.69,0.72,37,278.8,69.7,616.13,av_reg_dist_lepi_pa,1,69.7,2495
SEG25,av_reg_dist_lepi_pa_SEG25,SCH,SEG25,11,2,SEG21,0.375,0.384615385,1,0.545131485,0.285714286,0,0.702586207,0,0.071428571,1,8.98,0.98,35,255.32,63.83,553.59,av_reg_dist_lepi_pa,1,63.83,2495
SEG26,av_reg_dist_lepi_pa_SEG26,SCH,SEG26,11,2,SEG21,0.375,0.384615385,1,0.545131485,0.285714286,0,0.702586207,0,0.071428571,1,43.4,0.31,34,247.46,61.87,522.31,av_reg_dist_lepi_pa,1,61.87,2495
SEG28,av_reg_dist_lepi_pa_SEG28,SCH,SEG28,11,3,SEG21,0.375,0.384615385,1,0.545131485,0.285714286,0,0.702586207,0,0.071428571,1,19.9,0.96,48,326.36,81.59,772.5,av_reg_dist_lepi_pa,1,81.59,2495
SEG29,av_reg_dist_lepi_pa_SEG29,SCH,SEG29,11,3,SEG21,0.375,0.384615385,1,0.545131485,0.285714286,0,0.702586207,0,0.071428571,1,19.9,0.62,48,326.36,81.59,772.5,av_reg_dist_lepi_pa,1,81.59,2495
SEG31,av_reg_dist_lepi_pa_SEG31,SCH,SEG31,11,3,SEG21,0.375,0.384615385,1,0.545131485,0.285714286,0,0.702586207,0,0.071428571,1,32.44,4.68,45,321.06,80.27,756.86,av_reg_dist_lepi_pa,1,80.27,2495
SEG33,av_reg_dist_lepi_pa_SEG33,SCH,SEG33,11,3,SEG21,0.375,0.384615385,1,0.545131485,0.285714286,0,0.702586207,0,0.071428571,1,8.17,3.55,37,278.8,69.7,616.13,av_reg_dist_lepi_pa,1,69.7,2495
SEG34,av_reg_dist_lepi_pa_SEG34,SCH,SEG34,11,3,SEG21,0.375,0.384615385,1,0.545131485,0.285714286,0,0.702586207,0,0.071428571,1,27.76,8.09,37,278.8,69.7,616.13,av_reg_dist_lepi_pa,1,69.7,2495
SEG35,av_reg_dist_lepi_pa_SEG35,SCH,SEG35,11,3,SEG21,0.375,0.384615385,1,0.545131485,0.285714286,0,0.702586207,0,0.071428571,1,27.76,2.47,40,311.82,77.96,725.59,av_reg_dist_lepi_pa,1,77.96,2495
SEG36,av_reg_dist_lepi_pa_SEG36,SCH,SEG36,11,3,SEG21,0.375,0.384615385,1,0.545131485,0.285714286,0,0.702586207,0,0.071428571,1,6.56,3.33,36,270.93,67.73,584.86,av_reg_dist_lepi_pa,1,67.73,2495
SEG37,av_reg_dist_lepi_pa_SEG37,SCH,SEG37,6,1,SEG15,0.625,0.461538462,0.573033708,0.269406393,0.142857143,1,0.130268199,0.332717589,0.464285714,1,18.16,4.37,21,0,0,450.03,av_reg_dist_lepi_pa,0.573033707865168,0,2495
SEG38,av_reg_dist_lepi_pa_SEG38,SCH,SEG38,11,2,SEG21,0.375,0.384615385,1,0.545131485,0.285714286,0,0.702586207,0,0.071428571,1,3.32,2.1,34,247.46,61.87,522.31,av_reg_dist_lepi_pa,1,61.87,2495
SEG39,av_reg_dist_lepi_pa_SEG39,SCH,SEG39,11,2,SEG21,0.375,0.384615385,1,0.545131485,0.285714286,0,0.702586207,0,0.071428571,1,11.76,1.74,34,247.46,61.87,522.31,av_reg_dist_lepi_pa,1,61.87,2495
SEG40,av_reg_dist_lepi_pa_SEG40,SCH,SEG40,6,1,SEG15,0.625,0.461538462,0.573033708,0.269406393,0.142857143,1,0.130268199,0.332717589,0.464285714,1,16.62,3.88,25,0,0,574.74,av_reg_dist_lepi_pa,0.573033707865168,0,2495
SEG41,av_reg_dist_lepi_pa_SEG41,SCH,SEG41,11,3,SEG21,0.375,0.384615385,1,0.545131485,0.285714286,0,0.702586207,0,0.071428571,1,8.11,0.98,39,297.28,74.32,678.68,av_reg_dist_lepi_pa,1,74.32,2495
SEG42,av_reg_dist_lepi_pa_SEG42,SCH,SEG42,6,2,SEG15,0.625,0.461538462,0.573033708,0.269406393,0.142857143,1,0.130268199,0.332717589,0.464285714,1,10.93,4.01,29,0,0,699.48,av_reg_dist_lepi_pa,0.573033707865168,0,2495
SEG43,av_reg_dist_lepi_pa_SEG43,SCH,SEG43,6,1,SEG15,0.625,0.461538462,0.573033708,0.269406393,0.142857143,1,0.130268199,0.332717589,0.464285714,1,9.72,2.82,23,0,0,512.39,av_reg_dist_lepi_pa,0.573033707865168,0,2495
SEG46,av_reg_dist_lepi_pa_SEG46,SCH,SEG46,11,3,SEG21,0.375,0.384615385,1,0.545131485,0.285714286,0,0.702586207,0,0.071428571,1,3.34,1.67,41,311.82,77.96,725.59,av_reg_dist_lepi_pa,1,77.96,2495
SEG47,av_reg_dist_lepi_pa_SEG47,SCH,SEG47,11,3,SEG21,0.375,0.384615385,1,0.545131485,0.285714286,0,0.702586207,0,0.071428571,1,10.08,4.99,36,270.93,67.73,584.86,av_reg_dist_lepi_pa,1,67.73,2495
SEG48,av_reg_dist_lepi_pa_SEG48,SCH,SEG48,11,3,SEG21,0.375,0.384615385,1,0.545131485,0.285714286,0,0.702586207,0,0.071428571,1,42.2,1.02,37,278.8,69.7,616.13,av_reg_dist_lepi_pa,1,69.7,2495
SEG49,av_reg_dist_lepi_pa_SEG49,SCH,SEG49,6,1,SEG15,0.625,0.461538462,0.573033708,0.269406393,0.142857143,1,0.130268199,0.332717589,0.464285714,1,10.53,1.39,26,0,0,605.94,av_reg_dist_lepi_pa,0.573033707865168,0,2495
SEG1,av_reg_dist_plant_pa_SEG01,SCH,SEG01,11,3,SEG21,0.375,0.384615385,1,0.545131485,0.285714286,0,0.702586207,0,0.071428571,1,23,0.42,45,321.06,80.27,756.86,av_reg_dist_plant_pa,0.545131485429993,80.27,2477
SEG2,av_reg_dist_plant_pa_SEG02,SCH,SEG02,11,3,SEG21,0.375,0.384615385,1,0.545131485,0.285714286,0,0.702586207,0,0.071428571,1,45,0.06,47,326.36,81.59,772.5,av_reg_dist_plant_pa,0.545131485429993,81.59,2477
SEG3,av_reg_dist_plant_pa_SEG03,SCH,SEG03,11,3,SEG21,0.375,0.384615385,1,0.545131485,0.285714286,0,0.702586207,0,0.071428571,1,30.4,0.35,45,321.06,80.27,756.86,av_reg_dist_plant_pa,0.545131485429993,80.27,2477
SEG4,av_reg_dist_plant_pa_SEG04,SCH,SEG04,6,1,SEG15,0.625,0.461538462,0.573033708,0.269406393,0.142857143,1,0.130268199,0.332717589,0.464285714,1,71.5,0.35,24,0,0,543.57,av_reg_dist_plant_pa,0.269406392694064,0,2477
SEG5,av_reg_dist_plant_pa_SEG05,SCH,SEG05,11,3,SEG21,0.375,0.384615385,1,0.545131485,0.285714286,0,0.702586207,0,0.071428571,1,71.5,0.35,39,297.28,74.32,678.68,av_reg_dist_plant_pa,0.545131485429993,74.32,2477
SEG6,av_reg_dist_plant_pa_SEG06,SCH,SEG06,7,2,SEG32,0.125,0.461538462,0.472222222,1,0.166666667,0,0.781609195,0.519370347,0,1,28.57,0.16,33,153.67,38.42,558.93,av_reg_dist_plant_pa,1,38.42,2477
SEG8,av_reg_dist_plant_pa_SEG08,SCH,SEG08,11,3,SEG21,0.375,0.384615385,1,0.545131485,0.285714286,0,0.702586207,0,0.071428571,1,17.9,0.43,39,297.28,74.32,678.68,av_reg_dist_plant_pa,0.545131485429993,74.32,2477
SEG9,av_reg_dist_plant_pa_SEG09,SCH,SEG09,7,2,SEG32,0.125,0.461538462,0.472222222,1,0.166666667,0,0.781609195,0.519370347,0,1,42.2,0,34,187.26,46.81,582.51,av_reg_dist_plant_pa,1,46.81,2477
SEG10,av_reg_dist_plant_pa_SEG10,SCH,SEG10,11,3,SEG21,0.375,0.384615385,1,0.545131485,0.285714286,0,0.702586207,0,0.071428571,1,30.4,0.67,45,321.06,80.27,756.86,av_reg_dist_plant_pa,0.545131485429993,80.27,2477
SEG11,av_reg_dist_plant_pa_SEG11,SCH,SEG11,11,3,SEG21,0.375,0.384615385,1,0.545131485,0.285714286,0,0.702586207,0,0.071428571,1,30.4,0,40,311.82,77.96,725.59,av_reg_dist_plant_pa,0.545131485429993,77.96,2477
SEG12,av_reg_dist_plant_pa_SEG12,SCH,SEG12,11,3,SEG21,0.375,0.384615385,1,0.545131485,0.285714286,0,0.702586207,0,0.071428571,1,23,0.36,45,321.06,80.27,756.86,av_reg_dist_plant_pa,0.545131485429993,80.27,2477
SEG13,av_reg_dist_plant_pa_SEG13,SCH,SEG13,7,2,SEG32,0.125,0.461538462,0.472222222,1,0.166666667,0,0.781609195,0.519370347,0,1,8.46,0.65,32,153.39,38.35,535.35,av_reg_dist_plant_pa,1,38.35,2477
SEG14,av_reg_dist_plant_pa_SEG14,SCH,SEG14,11,3,SEG21,0.375,0.384615385,1,0.545131485,0.285714286,0,0.702586207,0,0.071428571,1,16.5,1.39,47,326.36,81.59,772.5,av_reg_dist_plant_pa,0.545131485429993,81.59,2477
SEG15,av_reg_dist_plant_pa_SEG15,SCH,SEG15,11,3,SEG21,0.375,0.384615385,1,0.545131485,0.285714286,0,0.702586207,0,0.071428571,1,71.5,0.6,39,297.28,74.32,678.68,av_reg_dist_plant_pa,0.545131485429993,74.32,2477
SEG16,av_reg_dist_plant_pa_SEG16,SCH,SEG16,11,3,SEG21,0.375,0.384615385,1,0.545131485,0.285714286,0,0.702586207,0,0.071428571,1,71.5,1.11,38,289.4,72.35,647.41,av_reg_dist_plant_pa,0.545131485429993,72.35,2477
SEG17,av_reg_dist_plant_pa_SEG17,SCH,SEG17,7,2,SEG32,0.125,0.461538462,0.472222222,1,0.166666667,0,0.781609195,0.519370347,0,1,28.57,0.68,33,153.67,38.42,558.93,av_reg_dist_plant_pa,1,38.42,2477
SEG19,av_reg_dist_plant_pa_SEG19,SCH,SEG19,11,3,SEG21,0.375,0.384615385,1,0.545131485,0.285714286,0,0.702586207,0,0.071428571,1,51.6,0.12,40,311.82,77.96,725.59,av_reg_dist_plant_pa,0.545131485429993,77.96,2477
SEG20,av_reg_dist_plant_pa_SEG20,SCH,SEG20,7,2,SEG32,0.125,0.461538462,0.472222222,1,0.166666667,0,0.781609195,0.519370347,0,1,19,0.82,32,153.39,38.35,535.35,av_reg_dist_plant_pa,1,38.35,2477
SEG21,av_reg_dist_plant_pa_SEG21,SCH,SEG21,7,2,SEG32,0.125,0.461538462,0.472222222,1,0.166666667,0,0.781609195,0.519370347,0,1,8.3,0.55,32,153.39,38.35,535.35,av_reg_dist_plant_pa,1,38.35,2477
SEG22,av_reg_dist_plant_pa_SEG22,SCH,SEG22,11,3,SEG21,0.375,0.384615385,1,0.545131485,0.285714286,0,0.702586207,0,0.071428571,1,33.67,0.26,50,330.29,82.57,788.14,av_reg_dist_plant_pa,0.545131485429993,82.57,2477
SEG23,av_reg_dist_plant_pa_SEG23,SCH,SEG23,11,3,SEG21,0.375,0.384615385,1,0.545131485,0.285714286,0,0.702586207,0,0.071428571,1,43.4,0.18,37,278.8,69.7,616.13,av_reg_dist_plant_pa,0.545131485429993,69.7,2477
SEG24,av_reg_dist_plant_pa_SEG24,SCH,SEG24,11,3,SEG21,0.375,0.384615385,1,0.545131485,0.285714286,0,0.702586207,0,0.071428571,1,58.69,0.72,37,278.8,69.7,616.13,av_reg_dist_plant_pa,0.545131485429993,69.7,2477
SEG25,av_reg_dist_plant_pa_SEG25,SCH,SEG25,14,2,SEG40,0.375,1,0.182795699,0.758125472,0.595238095,0,0.702586207,0.546630949,0.071428571,1,8.98,0.98,35,312.16,78.04,496.75,av_reg_dist_plant_pa,0.758125472411186,78.04,2477
SEG26,av_reg_dist_plant_pa_SEG26,SCH,SEG26,7,2,SEG32,0.125,0.461538462,0.472222222,1,0.166666667,0,0.781609195,0.519370347,0,1,43.4,0.31,34,187.26,46.81,582.51,av_reg_dist_plant_pa,1,46.81,2477
SEG28,av_reg_dist_plant_pa_SEG28,SCH,SEG28,11,3,SEG21,0.375,0.384615385,1,0.545131485,0.285714286,0,0.702586207,0,0.071428571,1,19.9,0.96,48,326.36,81.59,772.5,av_reg_dist_plant_pa,0.545131485429993,81.59,2477
SEG29,av_reg_dist_plant_pa_SEG29,SCH,SEG29,11,3,SEG21,0.375,0.384615385,1,0.545131485,0.285714286,0,0.702586207,0,0.071428571,1,19.9,0.62,48,326.36,81.59,772.5,av_reg_dist_plant_pa,0.545131485429993,81.59,2477
SEG31,av_reg_dist_plant_pa_SEG31,SCH,SEG31,11,3,SEG21,0.375,0.384615385,1,0.545131485,0.285714286,0,0.702586207,0,0.071428571,1,32.44,4.68,45,321.06,80.27,756.86,av_reg_dist_plant_pa,0.545131485429993,80.27,2477
SEG33,av_reg_dist_plant_pa_SEG33,SCH,SEG33,11,3,SEG21,0.375,0.384615385,1,0.545131485,0.285714286,0,0.702586207,0,0.071428571,1,8.17,3.55,37,278.8,69.7,616.13,av_reg_dist_plant_pa,0.545131485429993,69.7,2477
SEG34,av_reg_dist_plant_pa_SEG34,SCH,SEG34,11,3,SEG21,0.375,0.384615385,1,0.545131485,0.285714286,0,0.702586207,0,0.071428571,1,27.76,8.09,37,278.8,69.7,616.13,av_reg_dist_plant_pa,0.545131485429993,69.7,2477
SEG35,av_reg_dist_plant_pa_SEG35,SCH,SEG35,11,3,SEG21,0.375,0.384615385,1,0.545131485,0.285714286,0,0.702586207,0,0.071428571,1,27.76,2.47,40,311.82,77.96,725.59,av_reg_dist_plant_pa,0.545131485429993,77.96,2477
SEG36,av_reg_dist_plant_pa_SEG36,SCH,SEG36,14,3,SEG40,0.375,1,0.182795699,0.758125472,0.595238095,0,0.702586207,0.546630949,0.071428571,1,6.56,3.33,36,359.04,89.76,496.75,av_reg_dist_plant_pa,0.758125472411186,89.76,2477
SEG37,av_reg_dist_plant_pa_SEG37,SCH,SEG37,6,1,SEG15,0.625,0.461538462,0.573033708,0.269406393,0.142857143,1,0.130268199,0.332717589,0.464285714,1,18.16,4.37,21,0,0,450.03,av_reg_dist_plant_pa,0.269406392694064,0,2477
SEG38,av_reg_dist_plant_pa_SEG38,SCH,SEG38,7,2,SEG32,0.125,0.461538462,0.472222222,1,0.166666667,0,0.781609195,0.519370347,0,1,3.32,2.1,34,187.26,46.81,582.51,av_reg_dist_plant_pa,1,46.81,2477
SEG39,av_reg_dist_plant_pa_SEG39,SCH,SEG39,7,2,SEG32,0.125,0.461538462,0.472222222,1,0.166666667,0,0.781609195,0.519370347,0,1,11.76,1.74,34,187.26,46.81,582.51,av_reg_dist_plant_pa,1,46.81,2477
SEG40,av_reg_dist_plant_pa_SEG40,SCH,SEG40,6,1,SEG15,0.625,0.461538462,0.573033708,0.269406393,0.142857143,1,0.130268199,0.332717589,0.464285714,1,16.62,3.88,25,0,0,574.74,av_reg_dist_plant_pa,0.269406392694064,0,2477
SEG41,av_reg_dist_plant_pa_SEG41,SCH,SEG41,11,3,SEG21,0.375,0.384615385,1,0.545131485,0.285714286,0,0.702586207,0,0.071428571,1,8.11,0.98,39,297.28,74.32,678.68,av_reg_dist_plant_pa,0.545131485429993,74.32,2477
SEG42,av_reg_dist_plant_pa_SEG42,SCH,SEG42,6,2,SEG15,0.625,0.461538462,0.573033708,0.269406393,0.142857143,1,0.130268199,0.332717589,0.464285714,1,10.93,4.01,29,0,0,699.48,av_reg_dist_plant_pa,0.269406392694064,0,2477
SEG43,av_reg_dist_plant_pa_SEG43,SCH,SEG43,6,1,SEG15,0.625,0.461538462,0.573033708,0.269406393,0.142857143,1,0.130268199,0.332717589,0.464285714,1,9.72,2.82,23,0,0,512.39,av_reg_dist_plant_pa,0.269406392694064,0,2477
SEG46,av_reg_dist_plant_pa_SEG46,SCH,SEG46,11,3,SEG21,0.375,0.384615385,1,0.545131485,0.285714286,0,0.702586207,0,0.071428571,1,3.34,1.67,41,311.82,77.96,725.59,av_reg_dist_plant_pa,0.545131485429993,77.96,2477
SEG47,av_reg_dist_plant_pa_SEG47,SCH,SEG47,14,3,SEG40,0.375,1,0.182795699,0.758125472,0.595238095,0,0.702586207,0.546630949,0.071428571,1,10.08,4.99,36,359.04,89.76,496.75,av_reg_dist_plant_pa,0.758125472411186,89.76,2477
SEG48,av_reg_dist_plant_pa_SEG48,SCH,SEG48,11,3,SEG21,0.375,0.384615385,1,0.545131485,0.285714286,0,0.702586207,0,0.071428571,1,42.2,1.02,37,278.8,69.7,616.13,av_reg_dist_plant_pa,0.545131485429993,69.7,2477
SEG49,av_reg_dist_plant_pa_SEG49,SCH,SEG49,6,1,SEG15,0.625,0.461538462,0.573033708,0.269406393,0.142857143,1,0.130268199,0.332717589,0.464285714,1,10.53,1.39,26,0,0,605.94,av_reg_dist_plant_pa,0.269406392694064,0,2477
SEG1,connectance_pa_SEG01,SCH,SEG01,11,3,SEG21,0.375,0.384615385,1,0.545131485,0.285714286,0,0.702586207,0,0.071428571,1,23,0.42,45,321.06,80.27,756.86,connectance_pa,0.702586206896552,80.27,2505
SEG2,connectance_pa_SEG02,SCH,SEG02,11,3,SEG21,0.375,0.384615385,1,0.545131485,0.285714286,0,0.702586207,0,0.071428571,1,45,0.06,47,326.36,81.59,772.5,connectance_pa,0.702586206896552,81.59,2505
SEG3,connectance_pa_SEG03,SCH,SEG03,11,3,SEG21,0.375,0.384615385,1,0.545131485,0.285714286,0,0.702586207,0,0.071428571,1,30.4,0.35,45,321.06,80.27,756.86,connectance_pa,0.702586206896552,80.27,2505
SEG4,connectance_pa_SEG04,SCH,SEG04,6,1,SEG15,0.625,0.461538462,0.573033708,0.269406393,0.142857143,1,0.130268199,0.332717589,0.464285714,1,71.5,0.35,24,0,0,543.57,connectance_pa,0.130268199233716,0,2505
SEG5,connectance_pa_SEG05,SCH,SEG05,11,3,SEG21,0.375,0.384615385,1,0.545131485,0.285714286,0,0.702586207,0,0.071428571,1,71.5,0.35,39,297.28,74.32,678.68,connectance_pa,0.702586206896552,74.32,2505
SEG6,connectance_pa_SEG06,SCH,SEG06,7,2,SEG32,0.125,0.461538462,0.472222222,1,0.166666667,0,0.781609195,0.519370347,0,1,28.57,0.16,33,153.67,38.42,558.93,connectance_pa,0.781609195402299,38.42,2505
SEG8,connectance_pa_SEG08,SCH,SEG08,11,3,SEG21,0.375,0.384615385,1,0.545131485,0.285714286,0,0.702586207,0,0.071428571,1,17.9,0.43,39,297.28,74.32,678.68,connectance_pa,0.702586206896552,74.32,2505
SEG9,connectance_pa_SEG09,SCH,SEG09,7,2,SEG32,0.125,0.461538462,0.472222222,1,0.166666667,0,0.781609195,0.519370347,0,1,42.2,0,34,187.26,46.81,582.51,connectance_pa,0.781609195402299,46.81,2505
SEG10,connectance_pa_SEG10,SCH,SEG10,11,3,SEG21,0.375,0.384615385,1,0.545131485,0.285714286,0,0.702586207,0,0.071428571,1,30.4,0.67,45,321.06,80.27,756.86,connectance_pa,0.702586206896552,80.27,2505
SEG11,connectance_pa_SEG11,SCH,SEG11,11,3,SEG21,0.375,0.384615385,1,0.545131485,0.285714286,0,0.702586207,0,0.071428571,1,30.4,0,40,311.82,77.96,725.59,connectance_pa,0.702586206896552,77.96,2505
SEG12,connectance_pa_SEG12,SCH,SEG12,11,3,SEG21,0.375,0.384615385,1,0.545131485,0.285714286,0,0.702586207,0,0.071428571,1,23,0.36,45,321.06,80.27,756.86,connectance_pa,0.702586206896552,80.27,2505
SEG13,connectance_pa_SEG13,SCH,SEG13,7,2,SEG32,0.125,0.461538462,0.472222222,1,0.166666667,0,0.781609195,0.519370347,0,1,8.46,0.65,32,153.39,38.35,535.35,connectance_pa,0.781609195402299,38.35,2505
SEG14,connectance_pa_SEG14,SCH,SEG14,11,3,SEG21,0.375,0.384615385,1,0.545131485,0.285714286,0,0.702586207,0,0.071428571,1,16.5,1.39,47,326.36,81.59,772.5,connectance_pa,0.702586206896552,81.59,2505
SEG15,connectance_pa_SEG15,SCH,SEG15,11,3,SEG21,0.375,0.384615385,1,0.545131485,0.285714286,0,0.702586207,0,0.071428571,1,71.5,0.6,39,297.28,74.32,678.68,connectance_pa,0.702586206896552,74.32,2505
SEG16,connectance_pa_SEG16,SCH,SEG16,11,3,SEG21,0.375,0.384615385,1,0.545131485,0.285714286,0,0.702586207,0,0.071428571,1,71.5,1.11,38,289.4,72.35,647.41,connectance_pa,0.702586206896552,72.35,2505
SEG17,connectance_pa_SEG17,SCH,SEG17,7,2,SEG32,0.125,0.461538462,0.472222222,1,0.166666667,0,0.781609195,0.519370347,0,1,28.57,0.68,33,153.67,38.42,558.93,connectance_pa,0.781609195402299,38.42,2505
SEG19,connectance_pa_SEG19,SCH,SEG19,11,3,SEG21,0.375,0.384615385,1,0.545131485,0.285714286,0,0.702586207,0,0.071428571,1,51.6,0.12,40,311.82,77.96,725.59,connectance_pa,0.702586206896552,77.96,2505
SEG20,connectance_pa_SEG20,SCH,SEG20,7,2,SEG32,0.125,0.461538462,0.472222222,1,0.166666667,0,0.781609195,0.519370347,0,1,19,0.82,32,153.39,38.35,535.35,connectance_pa,0.781609195402299,38.35,2505
SEG21,connectance_pa_SEG21,SCH,SEG21,7,2,SEG32,0.125,0.461538462,0.472222222,1,0.166666667,0,0.781609195,0.519370347,0,1,8.3,0.55,32,153.39,38.35,535.35,connectance_pa,0.781609195402299,38.35,2505
SEG22,connectance_pa_SEG22,SCH,SEG22,11,3,SEG21,0.375,0.384615385,1,0.545131485,0.285714286,0,0.702586207,0,0.071428571,1,33.67,0.26,50,330.29,82.57,788.14,connectance_pa,0.702586206896552,82.57,2505
SEG23,connectance_pa_SEG23,SCH,SEG23,11,3,SEG21,0.375,0.384615385,1,0.545131485,0.285714286,0,0.702586207,0,0.071428571,1,43.4,0.18,37,278.8,69.7,616.13,connectance_pa,0.702586206896552,69.7,2505
