epid; measure_ID;ecovalue;TotalCost;
AEG37; 5;1,189371304;0,8675
AEG01; 14;1,712620604;1,3575
AEG02; 14;1,712620604;1,3575
AEG17; 14;1,712620604;1,3575
AEG19; 14;1,712620604;1,3575
AEG39; 14;1,712620604;1,3575
AEG21; 14;1,712620604;1,5475
AEG40; 14;1,712620604;1,5475
AEG43; 14;1,712620604;1,5475
AEG08; 14;1,712620604;5,34
AEG27; 6;1,015873016;3,7975
AEG07; 6;1,015873016;3,9375
AEG48; 6;1,015873016;3,9375
AEG18; 6;1,015873016;4,2125
AEG12; 6;1,015873016;4,48
AEG31; 6;1,015873016;4,48
AEG03; 14;1,712620604;7,98
AEG22; 14;1,712620604;7,98
AEG36; 14;1,712620604;7,98
AEG42; 14;1,712620604;7,98
AEG46; 14;1,712620604;7,98
AEG14; 6;1,015873016;4,865
AEG41; 14;1,712620604;14,6
AEG24; 15;0,82197663;10,045
AEG30; 15;0,82197663;10,045
AEG13; 15;0,82197663;10,305
AEG15; 15;0,82197663;10,305
AEG25; 15;0,82197663;10,65
AEG11; 14;1,712620604;38,9825
AEG44; 14;1,712620604;42,6575
AEG04; 14;1,712620604;43,4975
AEG05; 14;1,712620604;43,4975
AEG06; 5;1,189371304;35,24
AEG09; 12;5,08838018;157,955
AEG47; 12;4,165172736;134,575
AEG45; 5;1,189371304;39,725
AEG26; 12;4,165172736;161,9425
AEG38; 5;1,189371304;46,7775
AEG23; 5;1,189371304;49,215
AEG20; 14;1,712620604;0
