epid; measure_ID;ecovalue;TotalCost;
AEG09; 12;1;157,955
AEG20; 12;1;209,2975
AEG37; 12;1;211,3775
AEG42; 12;1;231,2425
AEG48; 12;1;180,4725
AEG01; 13;0;144,2925
AEG02; 8;0;18,725
AEG03; 5;0;11,6625
AEG04; 6;0;37,0275
AEG05; 10;0;73,8925
AEG06; 6;0;41,525
AEG07; 5;0;0
AEG08; 7;0;12,3625
AEG11; 6;0;34,84
AEG12; 9;0;38,67
AEG13; 7;0;37,3025
AEG14; 8;0;17,96
AEG15; 3;0;30,8575
AEG17; 3;0;18,33
AEG18; 8;0;27,5025
AEG19; 6;0;13,3625
AEG21; 9;0;49,5725
AEG22; 14;0;7,98
AEG23; 4;0;49,585
AEG24; 3;0;27,4725
AEG25; 8;0;28,925
AEG26; 12;0;161,9425
AEG27; 9;0;32,7775
AEG30; 9;0;68,2525
AEG31; 9;0;38,67
AEG36; 5;0;11,6625
AEG38; 3;0;59,96
AEG39; 15;0;9,7575
AEG40; 3;0;15,6225
AEG41; 8;0;22,5825
AEG43; 10;0;40,6
AEG44; 14;0;42,6575
AEG45; 11;0;114,95
AEG46; 10;0;49,8875
AEG47; 12;0;134,575
