epid; measure_ID;ecovalue;TotalCost;
AEG37; 5;0,5049371;0,8675
AEG01; 14;0,696081945;1,3575
AEG02; 14;0,696081945;1,3575
AEG17; 14;0,696081945;1,3575
AEG19; 14;0,696081945;1,3575
AEG39; 14;0,696081945;1,3575
AEG21; 14;0,696081945;1,5475
AEG40; 14;0,696081945;1,5475
AEG43; 14;0,696081945;1,5475
AEG08; 14;0,696081945;5,34
AEG27; 6;0,392165899;3,7975
AEG07; 6;0,392165899;3,9375
AEG48; 6;0,392165899;3,9375
AEG18; 6;0,392165899;4,2125
AEG12; 6;0,392165899;4,48
AEG31; 6;0,392165899;4,48
AEG03; 14;0,696081945;7,98
AEG22; 14;0,696081945;7,98
AEG36; 14;0,696081945;7,98
AEG42; 14;0,696081945;7,98
AEG46; 14;0,696081945;7,98
AEG14; 6;0,392165899;4,865
AEG41; 14;0,696081945;14,6
AEG24; 15;0,370312524;10,045
AEG30; 15;0,370312524;10,045
AEG13; 15;0,370312524;10,305
AEG15; 15;0,370312524;10,305
AEG25; 15;0,370312524;10,65
AEG09; 12;3,221559903;157,955
AEG11; 14;0,696081945;38,9825
AEG47; 12;2,236601307;134,575
AEG04; 5;0,5049371;30,925
AEG05; 5;0,5049371;30,925
AEG44; 14;0,696081945;42,6575
AEG20; 12;3,126842797;209,2975
AEG06; 5;0,5049371;35,24
AEG26; 12;2,236601307;161,9425
AEG45; 5;0,5049371;39,725
AEG38; 5;0,5049371;46,7775
AEG23; 5;0,5049371;49,215
