epid; measure_ID;ecovalue;TotalCost;
AEG09; 12;5,647465438;157,955
AEG48; 12;4,046953405;180,4725
AEG20; 12;4,046953405;209,2975
AEG37; 12;4,046953405;211,3775
AEG42; 12;4,046953405;231,2425
AEG47; 12;3,928571429;134,575
AEG26; 12;3,928571429;161,9425
AEG25; 12;3,247798259;261,615
AEG07; 12;3,234946237;211,36
AEG17; 12;3,095750128;139,6
AEG03; 12;3,095750128;146,2225
AEG22; 12;3,095750128;146,2225
AEG27; 9;2,438581669;32,7775
AEG18; 9;2,438581669;36,3675
AEG12; 9;2,438581669;38,67
AEG31; 9;2,438581669;38,67
AEG14; 9;2,438581669;41,995
AEG08; 9;2,438581669;43,0675
AEG21; 9;2,438581669;49,5725
AEG40; 9;2,438581669;49,5725
AEG43; 9;2,438581669;49,5725
AEG01; 9;2,438581669;54,19
AEG02; 9;2,438581669;54,19
AEG19; 9;2,438581669;54,19
AEG39; 9;2,438581669;54,19
AEG36; 9;2,438581669;58,845
AEG46; 9;2,438581669;58,845
AEG41; 9;2,438581669;63,53
AEG24; 9;2,438581669;68,2525
AEG30; 9;2,438581669;68,2525
AEG13; 9;2,438581669;73,01
AEG15; 9;2,438581669;73,01
AEG11; 11;1,543420379;99,6175
AEG04; 11;1,543420379;102,685
AEG05; 11;1,543420379;102,685
AEG06; 11;1,543420379;108,8175
AEG45; 11;1,543420379;114,95
AEG38; 11;1,543420379;124,1475
AEG23; 11;1,543420379;127,215
AEG44; 14;1,532667691;42,6575
