epid; measure_ID;ecovalue;TotalCost;
AEG09; 12;8,054676763;157,955
AEG47; 12;6,47403281;134,575
AEG26; 12;6,47403281;161,9425
AEG48; 12;6,407640071;180,4725
AEG20; 12;6,407640071;209,2975
AEG37; 12;6,407640071;211,3775
AEG42; 12;6,407640071;231,2425
AEG07; 12;5,829200135;211,36
AEG25; 12;5,512106;261,615
AEG17; 12;5,026649456;139,6
AEG03; 12;5,026649456;146,2225
AEG22; 12;5,026649456;146,2225
AEG27; 9;4,541117306;32,7775
AEG18; 9;4,541117306;36,3675
AEG12; 9;4,541117306;38,67
AEG31; 9;4,541117306;38,67
AEG14; 9;4,541117306;41,995
AEG08; 9;4,541117306;43,0675
AEG21; 9;4,541117306;49,5725
AEG40; 9;4,541117306;49,5725
AEG43; 9;4,541117306;49,5725
AEG01; 9;4,541117306;54,19
AEG02; 9;4,541117306;54,19
AEG19; 9;4,541117306;54,19
AEG39; 9;4,541117306;54,19
AEG36; 9;4,541117306;58,845
AEG46; 9;4,541117306;58,845
AEG41; 9;4,541117306;63,53
AEG24; 9;4,541117306;68,2525
AEG30; 9;4,541117306;68,2525
AEG13; 9;4,541117306;73,01
AEG15; 9;4,541117306;73,01
AEG11; 11;3,032049745;99,6175
AEG04; 11;3,032049745;102,685
AEG05; 11;3,032049745;102,685
AEG06; 11;3,032049745;108,8175
AEG45; 11;3,032049745;114,95
AEG38; 11;3,032049745;124,1475
AEG23; 11;3,032049745;127,215
AEG44; 14;2,671794475;42,6575
